12-31-2007 00:15:00;;;;;
Date and time;Dag;G1a profiled demand [MJ];G2a profiled demand [MJ];Totaal;Uur fractie G
01-01-2008 01:00:00;1,00;0,00008217;0,000178885;0,000261055;0,00010199
01-01-2008 02:00:00;1,00;0,00007643;0,000194528;0,000270957;0,000105858
01-01-2008 03:00:00;1,00;0,00008378;0,000207574;0,000291358;0,000113829
01-01-2008 04:00:00;1,00;0,00009538;0,00022857;0,000323953;0,000126563
01-01-2008 05:00:00;1,00;0,00011686;0,000259245;0,000376109;0,00014694
01-01-2008 06:00:00;1,00;0,00017562;0,000308066;0,000483683;0,000188967
01-01-2008 07:00:00;1,00;0,00031999;0,000379356;0,00069935;0,000273224
01-01-2008 08:00:00;1,00;0,00040054;0,000440697;0,000841237;0,000328657
01-01-2008 09:00:00;1,00;0,00039689;0,000439721;0,000836615;0,000326852
01-01-2008 10:00:00;1,00;0,00036676;0,000415443;0,0007822;0,000305593
01-01-2008 11:00:00;1,00;0,00032553;0,000394763;0,000720289;0,000281405
01-01-2008 12:00:00;1,00;0,00029238;0,000369086;0,00066147;0,000258425
01-01-2008 13:00:00;1,00;0,00028573;0,000347144;0,000632877;0,000247254
01-01-2008 14:00:00;1,00;0,00027806;0,000326777;0,000604841;0,000236301
01-01-2008 15:00:00;1,00;0,00027738;0,000315902;0,00059328;0,000231785
01-01-2008 16:00:00;1,00;0,00031523;0,000306086;0,000621316;0,000242738
01-01-2008 17:00:00;1,00;0,00035831;0,000286575;0,000644883;0,000251945
01-01-2008 18:00:00;1,00;0,00040007;0,000268597;0,000668672;0,000261239
01-01-2008 19:00:00;1,00;0,00038262;0,000255362;0,000637982;0,000249249
01-01-2008 20:00:00;1,00;0,00037292;0,000247276;0,000620197;0,000242301
01-01-2008 21:00:00;1,00;0,00033987;0,000242032;0,000581897;0,000227337
01-01-2008 22:00:00;1,00;0,00030840;0,000223173;0,000531577;0,000207678
01-01-2008 23:00:00;1,00;0,00023549;0,000204985;0,000440473;0,000172085
01-02-2008 00:00:00;1,00;0,00013253;0,000199149;0,000331676;0,00012958
01-02-2008 01:00:00;2,00;0,00008217;0,000178885;0,000261055;0,00010199
01-02-2008 02:00:00;2,00;0,00007643;0,000194528;0,000270957;0,000105858
01-02-2008 03:00:00;2,00;0,00008378;0,000207574;0,000291358;0,000113829
01-02-2008 04:00:00;2,00;0,00009538;0,00022857;0,000323953;0,000126563
01-02-2008 05:00:00;2,00;0,00011686;0,000259245;0,000376109;0,00014694
01-02-2008 06:00:00;2,00;0,00017562;0,000308066;0,000483683;0,000188967
01-02-2008 07:00:00;2,00;0,00031601;0,000368775;0,000684783;0,000267533
01-02-2008 08:00:00;2,00;0,00039819;0,000428799;0,000826993;0,000323093
01-02-2008 09:00:00;2,00;0,00040239;0,000428375;0,000830761;0,000324564
01-02-2008 10:00:00;2,00;0,00037662;0,000394484;0,000771108;0,000301259
01-02-2008 11:00:00;2,00;0,00034307;0,000370331;0,000713405;0,000278715
01-02-2008 12:00:00;2,00;0,00031597;0,000360022;0,000675991;0,000264098
01-02-2008 13:00:00;2,00;0,00030957;0,000344181;0,000653753;0,00025541
01-02-2008 14:00:00;2,00;0,00030786;0,000328912;0,000636769;0,000248775
01-02-2008 15:00:00;2,00;0,00031225;0,000322561;0,00063481;0,00024801
01-02-2008 16:00:00;2,00;0,00033368;0,000317586;0,000651267;0,000254439
01-02-2008 17:00:00;2,00;0,00036259;0,000300166;0,000662753;0,000258927
01-02-2008 18:00:00;2,00;0,00038657;0,000273071;0,000659643;0,000257712
01-02-2008 19:00:00;2,00;0,00037448;0,000250912;0,000625392;0,00024433
01-02-2008 20:00:00;2,00;0,00036290;0,000251057;0,000613954;0,000239862
01-02-2008 21:00:00;2,00;0,00033417;0,000230441;0,000564608;0,000220583
01-02-2008 22:00:00;2,00;0,00029971;0,000221726;0,000521434;0,000203716
01-02-2008 23:00:00;2,00;0,00022907;0,000198376;0,000427449;0,000166997
01-03-2008 00:00:00;2,00;0,00013063;0,000189248;0,000319882;0,000124973
01-03-2008 01:00:00;3,00;0,00007908;0,000170815;0,000249897;9,76304E-05
01-03-2008 02:00:00;3,00;0,00007456;0,000188777;0,000263332;0,000102879
01-03-2008 03:00:00;3,00;0,00007993;0,000197763;0,000277695;0,000108491
01-03-2008 04:00:00;3,00;0,00008964;0,000215495;0,00030513;0,000119209
01-03-2008 05:00:00;3,00;0,00011209;0,000238689;0,000350777;0,000137043
01-03-2008 06:00:00;3,00;0,00016893;0,000289223;0,000458153;0,000178993
01-03-2008 07:00:00;3,00;0,00033365;0,000383506;0,000717152;0,000280179
01-03-2008 08:00:00;3,00;0,00041264;0,000449722;0,000862365;0,000336912
01-03-2008 09:00:00;3,00;0,00041482;0,000438907;0,000853725;0,000333536
01-03-2008 10:00:00;3,00;0,00039285;0,000418282;0,000811129;0,000316895
01-03-2008 11:00:00;3,00;0,00034568;0,000388121;0,000733802;0,000286684
01-03-2008 12:00:00;3,00;0,00032288;0,000370123;0,000693008;0,000270746
01-03-2008 13:00:00;3,00;0,00032015;0,000360688;0,000680838;0,000265992
01-03-2008 14:00:00;3,00;0,00031301;0,000349561;0,000662573;0,000258856
01-03-2008 15:00:00;3,00;0,00032230;0,000342925;0,000665228;0,000259894
01-03-2008 16:00:00;3,00;0,00034615;0,000326216;0,000672366;0,000262682
01-03-2008 17:00:00;3,00;0,00039773;0,000308716;0,000706449;0,000275998
01-03-2008 18:00:00;3,00;0,00041513;0,000286988;0,000702122;0,000274307
01-03-2008 19:00:00;3,00;0,00039895;0,00026803;0,000666975;0,000260576
01-03-2008 20:00:00;3,00;0,00037793;0,000256812;0,000634737;0,000247981
01-03-2008 21:00:00;3,00;0,00035070;0,0002457;0,000596396;0,000233002
01-03-2008 22:00:00;3,00;0,00032119;0,000228609;0,000549803;0,000214799
01-03-2008 23:00:00;3,00;0,00025310;0,000214872;0,000467973;0,000182829
01-04-2008 00:00:00;3,00;0,00014684;0,000197408;0,000344252;0,000134493
01-04-2008 01:00:00;4,00;0,00008755;0,000174295;0,00026185;0,0001023
01-04-2008 02:00:00;4,00;0,00007914;0,000195079;0,000274222;0,000107134
01-04-2008 03:00:00;4,00;0,00008576;0,000210295;0,00029605;0,000115662
01-04-2008 04:00:00;4,00;0,00009742;0,000226564;0,00032398;0,000126574
01-04-2008 05:00:00;4,00;0,00011788;0,000251954;0,00036983;0,000144486
01-04-2008 06:00:00;4,00;0,00018287;0,000309487;0,000492354;0,000192354
01-04-2008 07:00:00;4,00;0,00032252;0,00038642;0,000708943;0,000276972
01-04-2008 08:00:00;4,00;0,00041544;0,000440582;0,000856019;0,000334432
01-04-2008 09:00:00;4,00;0,00042603;0,000446328;0,000872358;0,000340816
01-04-2008 10:00:00;4,00;0,00039484;0,000416257;0,000811102;0,000316884
01-04-2008 11:00:00;4,00;0,00036262;0,000392084;0,000754707;0,000294851
01-04-2008 12:00:00;4,00;0,00033996;0,000376223;0,000716183;0,000279801
01-04-2008 13:00:00;4,00;0,00032552;0,000356633;0,000682155;0,000266507
01-04-2008 14:00:00;4,00;0,00033075;0,000343197;0,00067395;0,000263301
01-04-2008 15:00:00;4,00;0,00034186;0,000331996;0,000673853;0,000263263
01-04-2008 16:00:00;4,00;0,00035196;0,000317314;0,000669271;0,000261473
01-04-2008 17:00:00;4,00;0,00037747;0,000293344;0,00067081;0,000262074
01-04-2008 18:00:00;4,00;0,00040060;0,000274132;0,000674732;0,000263606
01-04-2008 19:00:00;4,00;0,00038292;0,0002582;0,000641119;0,000250474
01-04-2008 20:00:00;4,00;0,00036997;0,000253308;0,00062328;0,000243505
01-04-2008 21:00:00;4,00;0,00033673;0,000239749;0,000576475;0,000225219
01-04-2008 22:00:00;4,00;0,00032024;0,000224803;0,000545045;0,00021294
01-04-2008 23:00:00;4,00;0,00025683;0,000213945;0,00047078;0,000183926
01-05-2008 00:00:00;4,00;0,00016285;0,000208781;0,000371634;0,000145191
01-05-2008 01:00:00;5,00;0,00009782;0,000181457;0,000279276;0,000109108
01-05-2008 02:00:00;5,00;0,00008249;0,000190756;0,000273249;0,000106754
01-05-2008 03:00:00;5,00;0,00008660;0,000194268;0,000280872;0,000109732
01-05-2008 04:00:00;5,00;0,00009351;0,000210411;0,000303917;0,000118735
01-05-2008 05:00:00;5,00;0,00010766;0,000221761;0,000329419;0,000128698
01-05-2008 06:00:00;5,00;0,00014720;0,000249986;0,000397187;0,000155174
01-05-2008 07:00:00;5,00;0,00020912;0,000260721;0,000469844;0,00018356
01-05-2008 08:00:00;5,00;0,00032124;0,000276565;0,000597806;0,000233553
01-05-2008 09:00:00;5,00;0,00040291;0,000283955;0,000686867;0,000268347
01-05-2008 10:00:00;5,00;0,00041644;0,000292614;0,000709055;0,000277016
01-05-2008 11:00:00;5,00;0,00036680;0,000277844;0,000644645;0,000251852
01-05-2008 12:00:00;5,00;0,00032064;0,000262891;0,000583533;0,000227977
01-05-2008 13:00:00;5,00;0,00029488;0,000242507;0,000537388;0,000209948
01-05-2008 14:00:00;5,00;0,00027973;0,000228683;0,00050841;0,000198627
01-05-2008 15:00:00;5,00;0,00027763;0,000219002;0,000496628;0,000194024
01-05-2008 16:00:00;5,00;0,00028894;0,00022281;0,000511754;0,000199934
01-05-2008 17:00:00;5,00;0,00032202;0,000237397;0,000559413;0,000218553
01-05-2008 18:00:00;5,00;0,00034980;0,000236905;0,000586704;0,000229215
01-05-2008 19:00:00;5,00;0,00033945;0,000241018;0,000580465;0,000226778
01-05-2008 20:00:00;5,00;0,00032729;0,000243481;0,000570767;0,000222989
01-05-2008 21:00:00;5,00;0,00029817;0,000239088;0,000537256;0,000209897
01-05-2008 22:00:00;5,00;0,00027874;0,000235804;0,000514549;0,000201026
01-05-2008 23:00:00;5,00;0,00023795;0,000225987;0,000463936;0,000181252
01-06-2008 00:00:00;5,00;0,00016777;0,000213953;0,000381722;0,000149132
01-06-2008 01:00:00;6,00;0,00009968;0,000186495;0,000286174;0,000111804
01-06-2008 02:00:00;6,00;0,00008614;0,000194068;0,000280209;0,000109473
01-06-2008 03:00:00;6,00;0,00008445;0,000205098;0,000289545;0,00011312
01-06-2008 04:00:00;6,00;0,00008755;0,000211443;0,000298996;0,000116813
01-06-2008 05:00:00;6,00;0,00009359;0,000221574;0,000315163;0,000123129
01-06-2008 06:00:00;6,00;0,00013631;0,000247321;0,000383627;0,000149877
01-06-2008 07:00:00;6,00;0,00019544;0,000262846;0,000458282;0,000179043
01-06-2008 08:00:00;6,00;0,00029388;0,00028533;0,00057921;0,000226288
01-06-2008 09:00:00;6,00;0,00038412;0,000288149;0,000672271;0,000262645
01-06-2008 10:00:00;6,00;0,00041876;0,000268015;0,000686776;0,000268312
01-06-2008 11:00:00;6,00;0,00038553;0,000250371;0,000635903;0,000248436
01-06-2008 12:00:00;6,00;0,00035080;0,000229129;0,000579929;0,000226569
01-06-2008 13:00:00;6,00;0,00031898;0,000216251;0,000535227;0,000209104
01-06-2008 14:00:00;6,00;0,00029379;0,000200912;0,000494702;0,000193272
01-06-2008 15:00:00;6,00;0,00027900;0,000205677;0,000484674;0,000189354
01-06-2008 16:00:00;6,00;0,00028238;0,000213916;0,000496295;0,000193894
01-06-2008 17:00:00;6,00;0,00030830;0,000224442;0,000532745;0,000208134
01-06-2008 18:00:00;6,00;0,00032469;0,00023956;0,000564253;0,000220444
01-06-2008 19:00:00;6,00;0,00032105;0,000242571;0,000563624;0,000220199
01-06-2008 20:00:00;6,00;0,00030324;0,000245798;0,000549036;0,000214499
01-06-2008 21:00:00;6,00;0,00028645;0,000240622;0,000527075;0,000205919
01-06-2008 22:00:00;6,00;0,00026442;0,000232705;0,000497124;0,000194218
01-06-2008 23:00:00;6,00;0,00020693;0,000220079;0,000427005;0,000166824
01-07-2008 00:00:00;6,00;0,00012582;0,00021099;0,000336807;0,000131585
01-07-2008 01:00:00;7,00;0,00007828;0,000188005;0,000266289;0,000104035
01-07-2008 02:00:00;7,00;0,00007316;0,000208926;0,000282085;0,000110206
01-07-2008 03:00:00;7,00;0,00007605;0,000226009;0,000302058;0,000118009
01-07-2008 04:00:00;7,00;0,00008715;0,000243626;0,000330777;0,000129229
01-07-2008 05:00:00;7,00;0,00009803;0,000266246;0,000364279;0,000142318
01-07-2008 06:00:00;7,00;0,00016825;0,000304649;0,000472899;0,000184754
01-07-2008 07:00:00;7,00;0,00031507;0,000370511;0,000685578;0,000267844
01-07-2008 08:00:00;7,00;0,00039182;0,000429166;0,000820988;0,000320746
01-07-2008 09:00:00;7,00;0,00039094;0,000439011;0,000829947;0,000324246
01-07-2008 10:00:00;7,00;0,00035937;0,000406398;0,000765768;0,000299173
01-07-2008 11:00:00;7,00;0,00031729;0,000376843;0,00069413;0,000271185
01-07-2008 12:00:00;7,00;0,00027897;0,000349856;0,000628823;0,000245671
01-07-2008 13:00:00;7,00;0,00027954;0,000321855;0,000601399;0,000234957
01-07-2008 14:00:00;7,00;0,00026566;0,000311443;0,000577107;0,000225466
01-07-2008 15:00:00;7,00;0,00026852;0,000295106;0,000563621;0,000220197
01-07-2008 16:00:00;7,00;0,00029812;0,000292036;0,000590154;0,000230563
01-07-2008 17:00:00;7,00;0,00034036;0,000268052;0,000608412;0,000237697
01-07-2008 18:00:00;7,00;0,00037548;0,000259775;0,000635257;0,000248184
01-07-2008 19:00:00;7,00;0,00036913;0,000243886;0,000613018;0,000239496
01-07-2008 20:00:00;7,00;0,00035713;0,000238313;0,000595447;0,000232631
01-07-2008 21:00:00;7,00;0,00032599;0,000229432;0,000555421;0,000216994
01-07-2008 22:00:00;7,00;0,00029449;0,000215887;0,000510379;0,000199396
01-07-2008 23:00:00;7,00;0,00022723;0,000201104;0,000428335;0,000167343
01-08-2008 00:00:00;7,00;0,00012887;0,000192717;0,000321583;0,000125637
01-08-2008 01:00:00;8,00;0,00007911;0,000171832;0,000250939;9,80379E-05
01-08-2008 02:00:00;8,00;0,00007306;0,000193241;0,000266298;0,000104038
01-08-2008 03:00:00;8,00;0,00007487;0,00020693;0,000281804;0,000110096
01-08-2008 04:00:00;8,00;0,00009179;0,000223454;0,000315247;0,000123162
01-08-2008 05:00:00;8,00;0,00011024;0,000251731;0,000361975;0,000141417
01-08-2008 06:00:00;8,00;0,00016904;0,000298262;0,0004673;0,000182566
01-08-2008 07:00:00;8,00;0,00032593;0,000386305;0,000712239;0,00027826
01-08-2008 08:00:00;8,00;0,00040769;0,000448629;0,000856316;0,000334549
01-08-2008 09:00:00;8,00;0,00040428;0,000447886;0,000852168;0,000332928
01-08-2008 10:00:00;8,00;0,00037422;0,000423666;0,000797886;0,000311721
01-08-2008 11:00:00;8,00;0,00033227;0,000402816;0,000735086;0,000287186
01-08-2008 12:00:00;8,00;0,00029841;0,000376666;0,000675079;0,000263742
01-08-2008 13:00:00;8,00;0,00029158;0,000354276;0,000645855;0,000252325
01-08-2008 14:00:00;8,00;0,00028392;0,000333605;0,000617521;0,000241255
01-08-2008 15:00:00;8,00;0,00028331;0,000322584;0,000605899;0,000236714
01-08-2008 16:00:00;8,00;0,00032193;0,000312585;0,000634518;0,000247896
01-08-2008 17:00:00;8,00;0,00036554;0,000292486;0,00065803;0,000257081
01-08-2008 18:00:00;8,00;0,00040769;0,000274039;0,000681732;0,000266341
01-08-2008 19:00:00;8,00;0,00038977;0,000260387;0,000650162;0,000254007
01-08-2008 20:00:00;8,00;0,00037977;0,000252149;0,000631914;0,000246878
01-08-2008 21:00:00;8,00;0,00034612;0,000246815;0,000592939;0,000231651
01-08-2008 22:00:00;8,00;0,00031417;0,000227646;0,000541814;0,000211678
01-08-2008 23:00:00;8,00;0,00023980;0,000209292;0,000449091;0,000175452
01-09-2008 00:00:00;8,00;0,00013486;0,000203485;0,000338343;0,000132185
01-09-2008 01:00:00;9,00;0,00008364;0,000182758;0,000266395;0,000104076
01-09-2008 02:00:00;9,00;0,00007795;0,000198832;0,000276781;0,000108134
01-09-2008 03:00:00;9,00;0,00008556;0,000212115;0,000297671;0,000116295
01-09-2008 04:00:00;9,00;0,00009748;0,000233518;0,000330999;0,000129316
01-09-2008 05:00:00;9,00;0,00011946;0,000264718;0,000384174;0,00015009
01-09-2008 06:00:00;9,00;0,00017944;0,000313972;0,000493414;0,000192769
01-09-2008 07:00:00;9,00;0,00032330;0,000377224;0,000700524;0,000273683
01-09-2008 08:00:00;9,00;0,00040706;0,000438388;0,000845449;0,000330303
01-09-2008 09:00:00;9,00;0,00041152;0,000438173;0,000849688;0,000331959
01-09-2008 10:00:00;9,00;0,00038575;0,000403775;0,000789521;0,000308453
01-09-2008 11:00:00;9,00;0,00035169;0,000379321;0,00073101;0,000285593
01-09-2008 12:00:00;9,00;0,00032430;0,00036924;0,000693545;0,000270957
01-09-2008 13:00:00;9,00;0,00031765;0,000353499;0,000671153;0,000262208
01-09-2008 14:00:00;9,00;0,00031604;0,00033801;0,000654053;0,000255528
01-09-2008 15:00:00;9,00;0,00032077;0,000331686;0,000652458;0,000254904
01-09-2008 16:00:00;9,00;0,00034281;0,000326623;0,000669429;0,000261535
01-09-2008 17:00:00;9,00;0,00037172;0,000308189;0,00067991;0,000265629
01-09-2008 18:00:00;9,00;0,00039572;0,000279949;0,000675667;0,000263972
01-09-2008 19:00:00;9,00;0,00038303;0,000257134;0,000640159;0,000250099
01-09-2008 20:00:00;9,00;0,00037109;0,000257359;0,00062845;0,000245525
01-09-2008 21:00:00;9,00;0,00034187;0,000236191;0,000578056;0,000225837
01-09-2008 22:00:00;9,00;0,00030668;0,00022758;0,000534264;0,000208728
01-09-2008 23:00:00;9,00;0,00023430;0,000203697;0,000437997;0,000171118
01-10-2008 00:00:00;9,00;0,00013350;0,000194456;0,00032796;0,000128128
01-10-2008 01:00:00;10,00;0,00008084;0,000175509;0,000256354;0,000100153
01-10-2008 02:00:00;10,00;0,00007653;0,000194256;0,000270783;0,00010579
01-10-2008 03:00:00;10,00;0,00008210;0,000203188;0,000285289;0,000111458
01-10-2008 04:00:00;10,00;0,00009213;0,00022138;0,000313506;0,000122481
01-10-2008 05:00:00;10,00;0,00011524;0,000244806;0,000360042;0,000140662
01-10-2008 06:00:00;10,00;0,00017359;0,000296091;0,000469683;0,000183497
01-10-2008 07:00:00;10,00;0,00033317;0,00038297;0,00071614;0,000279784
01-10-2008 08:00:00;10,00;0,00041208;0,000449103;0,000861187;0,000336451
01-10-2008 09:00:00;10,00;0,00041423;0,000438286;0,000852512;0,000333062
01-10-2008 10:00:00;10,00;0,00039224;0,00041765;0,000809893;0,000316412
01-10-2008 11:00:00;10,00;0,00034513;0,000387524;0,000732652;0,000286235
01-10-2008 12:00:00;10,00;0,00032236;0,000369538;0,000691896;0,000270312
01-10-2008 13:00:00;10,00;0,00031963;0,00036011;0,000679741;0,000265563
01-10-2008 14:00:00;10,00;0,00031249;0,000348981;0,000661475;0,000258427
01-10-2008 15:00:00;10,00;0,00032176;0,000342346;0,000664102;0,000259454
01-10-2008 16:00:00;10,00;0,00034557;0,000325675;0,000671247;0,000262245
01-10-2008 17:00:00;10,00;0,00039710;0,000308222;0,000705321;0,000275557
01-10-2008 18:00:00;10,00;0,00041451;0,000286542;0,000701055;0,00027389
01-10-2008 19:00:00;10,00;0,00039836;0,000267618;0,000665974;0,000260185
01-10-2008 20:00:00;10,00;0,00037739;0,000256426;0,000633811;0,00024762
01-10-2008 21:00:00;10,00;0,00035019;0,000245324;0,000595513;0,000232657
01-10-2008 22:00:00;10,00;0,00032072;0,000228251;0,000548968;0,000214473
01-10-2008 23:00:00;10,00;0,00025273;0,000214517;0,000467244;0,000182544
01-11-2008 00:00:00;10,00;0,00014663;0,000197083;0,000343716;0,000134284
01-11-2008 01:00:00;11,00;0,00008743;0,000174007;0,000261435;0,000102138
01-11-2008 02:00:00;11,00;0,00007902;0,000194745;0,000273761;0,000106954
01-11-2008 03:00:00;11,00;0,00008561;0,000209941;0,000295553;0,000115468
01-11-2008 04:00:00;11,00;0,00009725;0,000226187;0,000323438;0,000126362
01-11-2008 05:00:00;11,00;0,00011767;0,000251543;0,000369216;0,000144247
01-11-2008 06:00:00;11,00;0,00018255;0,000309008;0,000491557;0,000192043
01-11-2008 07:00:00;11,00;0,00030348;0,000363725;0,000667209;0,000260668
01-11-2008 08:00:00;11,00;0,00039195;0,000415835;0,000807786;0,000315588
01-11-2008 09:00:00;11,00;0,00040114;0,000420155;0,000821292;0,000320865
01-11-2008 10:00:00;11,00;0,00036987;0,000390865;0,000760734;0,000297206
01-11-2008 11:00:00;11,00;0,00033890;0,000367327;0,000706223;0,00027591
01-11-2008 12:00:00;11,00;0,00031722;0,000351716;0,000668939;0,000261343
01-11-2008 13:00:00;11,00;0,00030417;0,000333615;0,000637786;0,000249172
01-11-2008 14:00:00;11,00;0,00030839;0,000320418;0,000628811;0,000245666
01-11-2008 15:00:00;11,00;0,00031824;0,000309666;0,000627901;0,00024531
01-11-2008 16:00:00;11,00;0,00032845;0,000296088;0,000624537;0,000243996
01-11-2008 17:00:00;11,00;0,00035357;0,000274545;0,000628117;0,000245395
01-11-2008 18:00:00;11,00;0,00037670;0,000257051;0,000633747;0,000247595
01-11-2008 19:00:00;11,00;0,00036035;0,000242233;0,000602582;0,000235419
01-11-2008 20:00:00;11,00;0,00034846;0,000237456;0,00058592;0,000228909
01-11-2008 21:00:00;11,00;0,00031752;0,000225251;0,000542771;0,000212052
01-11-2008 22:00:00;11,00;0,00030121;0,000210606;0,00051182;0,000199959
01-11-2008 23:00:00;11,00;0,00024169;0,000200218;0,000441909;0,000172646
01-12-2008 00:00:00;11,00;0,00015345;0,000195043;0,000348491;0,00013615
01-12-2008 01:00:00;12,00;0,00009228;0,000169781;0,000262059;0,000102382
01-12-2008 02:00:00;12,00;0,00007762;0,000177924;0,000255543;9,98363E-05
01-12-2008 03:00:00;12,00;0,00008105;0,000181405;0,000262458;0,000102538
01-12-2008 04:00:00;12,00;0,00008740;0,000196298;0,000283701;0,000110837
01-12-2008 05:00:00;12,00;0,00010041;0,000206815;0,000307224;0,000120027
01-12-2008 06:00:00;12,00;0,00013722;0,000233343;0,000370566;0,000144774
01-12-2008 07:00:00;12,00;0,00021136;0,000263661;0,000475021;0,000185583
01-12-2008 08:00:00;12,00;0,00032460;0,00027954;0,000604136;0,000236026
01-12-2008 09:00:00;12,00;0,00040701;0,000286989;0,000693998;0,000271134
01-12-2008 10:00:00;12,00;0,00042071;0,000295832;0,00071654;0,00027994
01-12-2008 11:00:00;12,00;0,00037066;0,000280964;0,000651628;0,00025458
01-12-2008 12:00:00;12,00;0,00032401;0,000265776;0,000589787;0,00023042
01-12-2008 13:00:00;12,00;0,00029796;0,000245151;0,000543106;0,000212182
01-12-2008 14:00:00;12,00;0,00028269;0,00023127;0,00051396;0,000200795
01-12-2008 15:00:00;12,00;0,00028065;0,000221425;0,00050208;0,000196154
01-12-2008 16:00:00;12,00;0,00029212;0,000225289;0,000517406;0,000202142
01-12-2008 17:00:00;12,00;0,00032553;0,000240041;0,000565571;0,000220959
01-12-2008 18:00:00;12,00;0,00035348;0,000239604;0,000593079;0,000231706
01-12-2008 19:00:00;12,00;0,00034283;0,000243754;0,000586581;0,000229167
01-12-2008 20:00:00;12,00;0,00033045;0,000246343;0,000576795;0,000225344
01-12-2008 21:00:00;12,00;0,00030116;0,000241898;0,000543054;0,000212162
01-12-2008 22:00:00;12,00;0,00028162;0,000238654;0,000520274;0,000203262
01-12-2008 23:00:00;12,00;0,00024043;0,000228738;0,000469173;0,000183298
01-13-2008 00:00:00;12,00;0,00016952;0,00021664;0,000386156;0,000150864
01-13-2008 01:00:00;13,00;0,00010067;0,000188775;0,000289444;0,000113081
01-13-2008 02:00:00;13,00;0,00008711;0,000196528;0,000283643;0,000110814
01-13-2008 03:00:00;13,00;0,00008542;0,00020774;0,000293163;0,000114534
01-13-2008 04:00:00;13,00;0,00008857;0,000214142;0,000302712;0,000118265
01-13-2008 05:00:00;13,00;0,00009464;0,000224341;0,000318981;0,000124621
01-13-2008 06:00:00;13,00;0,00013806;0,000250386;0,000388447;0,00015176
01-13-2008 07:00:00;13,00;0,00021063;0,000283733;0,000494364;0,00019314
01-13-2008 08:00:00;13,00;0,00031599;0,000307573;0,000623567;0,000243617
01-13-2008 09:00:00;13,00;0,00041200;0,000310322;0,000722321;0,000282199
01-13-2008 10:00:00;13,00;0,00044893;0,000288572;0,000737498;0,000288128
01-13-2008 11:00:00;13,00;0,00041334;0,000270563;0,000683901;0,000267189
01-13-2008 12:00:00;13,00;0,00037633;0,000246905;0,000623236;0,000243488
01-13-2008 13:00:00;13,00;0,00034249;0,000232859;0,000575351;0,00022478
01-13-2008 14:00:00;13,00;0,00031583;0,000216861;0,000532693;0,000208114
01-13-2008 15:00:00;13,00;0,00030111;0,00022238;0,00052349;0,000204519
01-13-2008 16:00:00;13,00;0,00030516;0,000231503;0,000536667;0,000209667
01-13-2008 17:00:00;13,00;0,00033359;0,000242925;0,000576512;0,000225234
01-13-2008 18:00:00;13,00;0,00034969;0,00025941;0,000609104;0,000237967
01-13-2008 19:00:00;13,00;0,00034499;0,000262315;0,000607309;0,000237265
01-13-2008 20:00:00;13,00;0,00032529;0,000266144;0,000591435;0,000231064
01-13-2008 21:00:00;13,00;0,00030775;0,000260614;0,000568367;0,000222051
01-13-2008 22:00:00;13,00;0,00028442;0,000252284;0,000536707;0,000209682
01-13-2008 23:00:00;13,00;0,00022230;0,000239104;0,000461401;0,000180262
01-14-2008 00:00:00;13,00;0,00013480;0,000229591;0,00036439;0,000142361
01-14-2008 01:00:00;14,00;0,00008384;0,000203741;0,000287578;0,000112352
01-14-2008 02:00:00;14,00;0,00007901;0,000227432;0,000306438;0,00011972
01-14-2008 03:00:00;14,00;0,00008212;0,000245789;0,000327908;0,000128108
01-14-2008 04:00:00;14,00;0,00009447;0,000264242;0,000358713;0,000140143
01-14-2008 05:00:00;14,00;0,00010627;0,000287133;0,000393406;0,000153697
01-14-2008 06:00:00;14,00;0,00018334;0,000326998;0,000510336;0,00019938
01-14-2008 07:00:00;14,00;0,00030565;0,000359791;0,000665442;0,000259977
01-14-2008 08:00:00;14,00;0,00038053;0,000416905;0,00079744;0,000311546
01-14-2008 09:00:00;14,00;0,00037927;0,000425805;0,000805075;0,000314529
01-14-2008 10:00:00;14,00;0,00034763;0,000393477;0,000741107;0,000289538
01-14-2008 11:00:00;14,00;0,00030684;0,00036464;0,000671477;0,000262335
01-14-2008 12:00:00;14,00;0,00026997;0,000338357;0,000608332;0,000237665
01-14-2008 13:00:00;14,00;0,00027014;0,000311169;0,000581311;0,000227109
01-14-2008 14:00:00;14,00;0,00025668;0,000300723;0,000557403;0,000217768
01-14-2008 15:00:00;14,00;0,00025920;0,00028503;0,000544233;0,000212623
01-14-2008 16:00:00;14,00;0,00028783;0,000281906;0,000569737;0,000222587
01-14-2008 17:00:00;14,00;0,00032918;0,000259261;0,000588438;0,000229893
01-14-2008 18:00:00;14,00;0,00036368;0,000251131;0,000614815;0,000240198
01-14-2008 19:00:00;14,00;0,00035756;0,000235863;0,000593422;0,00023184
01-14-2008 20:00:00;14,00;0,00034604;0,000230477;0,000576516;0,000225235
01-14-2008 21:00:00;14,00;0,00031613;0,000221769;0,000537903;0,00021015
01-14-2008 22:00:00;14,00;0,00028537;0,000208652;0,000494022;0,000193006
01-14-2008 23:00:00;14,00;0,00022019;0,0001941;0,000414287;0,000161855
01-15-2008 00:00:00;14,00;0,00012500;0,000185885;0,000310887;0,000121458
01-15-2008 01:00:00;15,00;0,00007672;0,000165886;0,000242606;9,47822E-05
01-15-2008 02:00:00;15,00;0,00007062;0,000186291;0,000256906;0,000100369
01-15-2008 03:00:00;15,00;0,00007236;0,000199605;0,000271969;0,000106254
