STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,PRODUCTSOORT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,SJV,%SJV laag tarief
Kromme Waal,1011BT,1011BT,GAS,27,100,"96,3",1718,0
Kromme Waal,1011BV,1011BV,ELK,20,100,70,2390,0
Kromme Waal,1011BV,1011BV,GAS,18,100,"61,11",2056,0
Kromme Waal,1011BW,1011BW,ELK,33,100,100,2738,"3,03"
Kromme Waal,1011BW,1011BW,GAS,27,100,100,1057,0
Oude Waal,1011BX,1011BX,ELK,22,100,100,1758,0
Oude Waal,1011BX,1011BX,GAS,20,100,100,1094,0
Oude Waal,1011BZ,1011BZ,ELK,28,100,"92,86",3860,"7,14"
Oude Waal,1011BZ,1011BZ,GAS,25,100,96,1315,0
Oude Waal,1011CA,1011CA,ELK,37,100,"56,76",1845,0
Oude Waal,1011CA,1011CA,GAS,23,100,"78,26",1633,0
Oude Waal,1011CB,1011CB,ELK,25,100,80,2718,12
Oude Waal,1011CB,1011CB,GAS,18,100,"94,44",1382,0
Oude Waal,1011CC,1011CC,ELK,21,100,100,2704,"4,76"
Oude Waal,1011CC,1011CC,GAS,18,100,100,1704,0
Oude Waal,1011CD,1011CD,GAS,15,100,100,1266,0
Recht Boomssloot  94 to,1011CD,1011CD,ELK,17,100,"94,12",2325,0
Oude Waal,1011CE,1011CE,ELK,12,"91,67","83,33",1737,"16,67"
Oude Waal,1011CE,1011CH,GAS,34,100,100,2298,0
Oude Waal AB,1011CG,1011CH,ELK,28,100,"92,86",9883,"14,29"
Binnen Bantammerstraat,1011CJ,1011CJ,ELK,16,100,100,6379,"12,5"
Binnen Bantammerstraat,1011CJ,1011CJ,GAS,15,100,100,1445,0
Binnen Bantammerstraat,1011CK,1011CK,ELK,14,100,100,2162,0
Binnen Bantammerstraat,1011CK,1011CK,GAS,12,100,100,1176,0
Binnen Bantammerstraat,1011CL,1011CL,ELK,10,100,100,1615,0
Binnen Bantammerstraat,1011CL,1011CM,GAS,59,100,"96,61",1227,0
Nieuwe Jonkerstraat,1011CM,1011CM,ELK,63,100,"82,54",2623,"4,76"
Nieuwe Ridderstraat,1011CN,1011CR,ELK,28,100,"92,86",3703,"7,14"
Nieuwe Ridderstraat,1011CN,1011CR,GAS,20,100,100,3358,0
Recht Boomssloot,1011CS,1011CS,ELK,26,100,100,1840,0
Recht Boomssloot,1011CS,1011CS,GAS,22,100,100,1523,0
Recht Boomssloot,1011CT,1011CT,ELK,18,100,"88,89",2608,0
Recht Boomssloot,1011CT,1011CT,GAS,17,100,"94,12",1389,0
Recht Boomssloot,1011CV,1011CV,ELK,18,100,100,2003,"5,56"
Recht Boomssloot,1011CV,1011CV,GAS,17,100,100,1411,0
Recht Boomssloot,1011CW,1011CW,ELK,15,100,100,2549,0
Recht Boomssloot,1011CW,1011CW,GAS,13,100,100,1198,0
Recht Boomssloot,1011CX,1011CX,ELK,19,100,100,2105,0
Recht Boomssloot,1011CX,1011CX,GAS,19,100,100,933,0
Recht Boomssloot,1011CZ,1011CZ,ELK,20,100,95,2487,20
Recht Boomssloot,1011CZ,1011CZ,GAS,19,100,100,1350,0
Lastageweg,1011DB,1011DB,ELK,10,100,100,3984,10
Lastageweg,1011DB,1011DD,GAS,109,100,"97,25",1428,0
J.W. Siebbeleshof,1011DC,1011DD,ELK,125,100,"97,6",3451,"81,6"
W Frederik Hermansstr,1011DG,1011DG,ELK,87,100,100,3367,100
Oosterdoksstraat,1011DK,1011DL,ELK,67,100,"95,52",3863,"49,25"
Oosterdokskade,1011DL,1011EA,GAS,46,100,"93,48",2059,0
Dijkdwarsstraat,1011DZ,1011EA,ELK,52,100,"80,77",3062,"7,69"
Recht Boomssloot,1011EB,1011EB,ELK,24,100,100,2068,25
Recht Boomssloot,1011EB,1011EB,GAS,21,100,100,1036,0
Recht Boomssloot,1011EC,1011EC,ELK,19,100,"89,47",7288,"21,05"
Recht Boomssloot,1011EC,1011EC,GAS,18,100,"88,89",2768,0
Recht Boomssloot,1011ED,1011ED,ELK,14,100,100,2262,0
Recht Boomssloot,1011ED,1011ED,GAS,12,100,100,1347,0
Montelbaanstraat,1011EE,1011EE,ELK,16,100,100,1931,0
Montelbaanstraat,1011EE,1011EE,GAS,16,100,100,1015,0
Montelbaanstraat,1011EG,1011EG,ELK,22,100,"95,45",1712,0
Montelbaanstraat,1011EG,1011EG,GAS,21,100,100,3113,0
Geldersekade,1011EH,1011EH,ELK,38,100,"97,37",3531,"18,42"
Geldersekade,1011EH,1011EH,GAS,32,100,100,1569,0
Geldersekade,1011EJ,1011EJ,ELK,46,100,"91,3",5486,"6,52"
Geldersekade,1011EJ,1011EJ,GAS,34,100,100,1518,0
Geldersekade,1011EK,1011EK,GAS,23,100,"95,65",2988,0
geldersekd,1011EK,1011EK,ELK,27,100,"96,3",5868,"7,41"
Geldersekade,1011EL,1011EL,ELK,47,100,"87,23",3957,"12,77"
Geldersekade,1011EL,1011EL,GAS,37,100,"89,19",1466,0
Geldersekade,1011EM,1011EM,ELK,23,100,"91,3",5690,"8,7"
Geldersekade,1011EM,1011EM,GAS,15,100,100,2685,0
Geldersekade,1011EN,1011EN,ELK,30,100,"96,67",7524,"16,67"
Geldersekade,1011EN,1011EN,GAS,25,100,100,2714,0
Waalsteeg,1011ER,1011ER,ELK,10,100,100,3952,0
Waalsteeg,1011ER,1011ET,GAS,47,100,100,1579,0
Koningsstraat,1011ES,1011ET,ELK,42,100,100,4565,"16,67"
Koningsstraat,1011EV,1011EW,ELK,47,100,100,3718,"4,26"
Koningsstraat,1011EV,1011EW,GAS,44,100,"97,73",1304,0
Korte Koningsstraat,1011EX,1011EX,ELK,27,100,100,2416,"7,41"
Korte Koningsstraat,1011EX,1011EX,GAS,25,100,100,1211,0
Korte Koningsstraat,1011EZ,1011EZ,ELK,13,100,"69,23",1689,0
Korte Koningsstraat,1011EZ,1011GA,GAS,31,100,100,1078,0
Korte Koningsstraat,1011GA,1011GA,ELK,28,100,"92,86",2634,"14,29"
Korte Koningsdwarsstraat,1011GB,1011GC,ELK,21,100,"76,19",1946,0
Korte Koningsdwarsstraat,1011GB,1011GD,GAS,60,100,100,1249,0
Keizersstraat,1011GD,1011GD,ELK,52,100,"98,08",2561,"19,23"
Korte Keizersstraat,1011GG,1011GG,ELK,22,100,100,1538,"4,55"
Korte Keizersstraat,1011GG,1011GG,GAS,19,100,100,1940,0
Korte Keizersstraat,1011GH,1011GH,ELK,24,100,100,1406,0
Korte Keizersstraat,1011GH,1011GH,GAS,20,100,100,1031,0
Korte Keizersdwarsstraat,1011GJ,1011GJ,ELK,18,100,100,2285,0
Korte Keizersdwarsstraat,1011GJ,1011GJ,GAS,16,100,100,1559,0
Kleersloot,1011GK,1011GL,ELK,92,100,"96,74",2038,"5,43"
Kleersloot,1011GK,1011GL,GAS,79,100,100,887,0
Korte Dijkstraat,1011GM,1011GM,ELK,21,100,"95,24",2193,"23,81"
Korte Dijkstraat,1011GM,1011GM,GAS,18,100,100,1550,0
Brandewijnsteeg,1011GN,1011GN,ELK,26,100,100,2086,"11,54"
Brandewijnsteeg,1011GN,1011GN,GAS,26,100,100,1266,0
Krom Boomssloot,1011GP,1011GP,ELK,13,100,100,1258,0
Krom Boomssloot,1011GP,1011GR,GAS,37,100,100,1066,0
Krom Boomssloot,1011GR,1011GR,ELK,33,100,100,1916,"9,09"
Krom Boomssloot,1011GS,1011GS,ELK,42,100,"95,24",4753,"11,9"
Krom Boomssloot,1011GS,1011GS,GAS,36,100,"94,44",1520,0
Krom Boomssloot,1011GT,1011GT,ELK,13,100,100,2706,"7,69"
Krom Boomssloot,1011GT,1011GT,GAS,10,100,100,741,0
Krom Boomssloot,1011GV,1011GV,ELK,20,100,85,1960,10
Krom Boomssloot,1011GV,1011GV,GAS,15,100,"93,33",1306,0
Krom Boomssloot,1011GW,1011GW,ELK,13,100,"92,31",6248,"7,69"
Krom Boomssloot,1011GW,1011GX,GAS,22,100,"95,45",2058,0
Krom Boomssloot,1011GX,1011GX,ELK,17,100,100,1211,0
Snoekjesgracht,1011GZ,1011GZ,ELK,38,100,100,1313,0
Snoekjesgracht,1011GZ,1011GZ,GAS,34,100,100,858,0
Snoekjesgracht  ab,1011HA,1011HB,ELK,227,100,"97,8",3533,"23,79"
Snoekjessteeg,1011HA,1011HB,GAS,204,100,"99,51",1144,0
Nieuwe Hoogstraat,1011HC,1011HC,ELK,59,100,"77,97",3266,"16,95"
Nieuwe Hoogstraat,1011HC,1011HC,GAS,48,100,"79,17",1058,0
Nieuwe Hoogstraat,1011HD,1011HD,ELK,35,100,"65,71",6203,40
Nieuwe Hoogstraat,1011HD,1011HD,GAS,30,100,70,1425,0
Nieuwe Hoogstraat,1011HE,1011HE,ELK,19,100,100,6772,"26,32"
Nieuwe Hoogstraat,1011HE,1011HE,GAS,18,100,100,1550,0
Nieuwe Hoogstraat,1011HG,1011HG,ELK,28,100,100,4761,"21,43"
Nieuwe Hoogstraat,1011HG,1011HG,GAS,26,100,100,1066,0
Onkelboerensteeg,1011HH,1011HH,ELK,20,100,100,2350,5
Onkelboerensteeg,1011HH,1011HH,GAS,20,100,100,1368,0
Zandstraat,1011HJ,1011HJ,ELK,16,100,100,2496,"12,5"
Zandstraat,1011HJ,1011HJ,GAS,14,100,100,1574,0
Zandstraat,1011HK,1011HK,ELK,10,100,100,2747,20
Zandstraat,1011HK,1011HK,GAS,10,100,100,1967,0
Zandstraat,1011HL,1011HL,ELK,21,100,100,1890,0
Zandstraat,1011HL,1011HL,GAS,20,100,100,1125,0
Zanddwarsstraat,1011HM,1011HP,ELK,27,100,"92,59",3201,0
Zanddwarsstraat,1011HM,1011HP,GAS,24,100,"95,83",1839,0
Groenburgwal,1011HR,1011HR,ELK,48,100,100,4280,"6,25"
Groenburgwal,1011HR,1011HR,GAS,42,100,100,1727,0
Groenburgwal,1011HS,1011HS,ELK,44,100,"95,45",2702,"11,36"
Groenburgwal,1011HS,1011HS,GAS,38,100,100,1467,0
Groenburgwal,1011HT,1011HT,ELK,21,100,100,2972,"14,29"
Groenburgwal,1011HT,1011HT,GAS,20,100,100,1923,0
Groenburgwal,1011HV,1011HV,ELK,22,100,100,2466,0
Groenburgwal,1011HV,1011HV,GAS,20,100,100,1715,0
Groenburgwal,1011HW,1011HW,ELK,29,100,"96,55",2208,"10,34"
Groenburgwal,1011HW,1011HW,GAS,23,100,100,1925,0
Groenburgwal,1011HX,1011HX,ELK,13,100,"92,31",2036,"7,69"
Groenburgwal,1011HX,1011HX,GAS,11,100,100,1551,0
Verversstraat,1011HZ,1011HZ,ELK,42,100,100,3974,"16,67"
Verversstraat,1011HZ,1011HZ,GAS,37,100,100,1655,0
Verversstraat,1011JA,1011JA,ELK,24,100,"95,83",2094,"4,17"
Verversstraat,1011JA,1011JA,GAS,18,100,"94,44",1683,0
Zwanenburgwal,1011JB,1011JB,ELK,40,100,100,2244,"7,5"
Zwanenburgwal,1011JB,1011JB,GAS,36,100,"97,22",1131,0
Zwanenburgwal,1011JC,1011JG,ELK,22,100,"95,45",2196,"4,55"
Zwanenburgwal,1011JC,1011JH,GAS,91,100,"96,7",1586,0
Zwanenburgwal,1011JH,1011JH,ELK,97,100,"90,72",4062,"5,15"
Staalstraat,1011JJ,1011JJ,ELK,12,100,"83,33",6029,"16,67"
Staalstraat,1011JJ,1011JJ,GAS,10,100,100,2362,0
Staalstraat,1011JK,1011JK,ELK,11,100,"90,91",7498,"18,18"
Staalstraat,1011JK,1011JK,GAS,11,100,"81,82",930,0
Staalstraat,1011JL,1011JL,ELK,30,100,"96,67",7590,20
Staalstraat,1011JL,1011JL,GAS,27,100,"96,3",1270,0
Staalstraat,1011JM,1011JM,ELK,14,100,"71,43",5516,"14,29"
Staalstraat,1011JM,1011JM,GAS,14,100,"71,43",1455,0
Staalkade,1011JN,1011JN,ELK,18,100,100,3812,"5,56"
Staalkade,1011JN,1011JN,GAS,16,100,100,1887,0
Nieuwmarkt,1011JP,1011JP,ELK,14,100,"92,86",9210,50
Nieuwmarkt,1011JP,1011JP,GAS,11,100,100,2083,0
Nieuwmarkt,1011JR,1011JR,ELK,13,100,100,8133,"15,38"
Nieuwmarkt,1011JR,1011JR,GAS,12,100,100,2046,0
Nieuwmarkt,1011JS,1011JT,ELK,27,100,"85,19",12677,"14,81"
Nieuwmarkt,1011JS,1011JT,GAS,20,100,95,2775,0
Kloveniersburgwal,1011JV,1011JV,ELK,18,100,"94,44",2165,"5,56"
Kloveniersburgwal,1011JV,1011JV,GAS,17,100,"94,12",2766,0
Kloveniersburgwal,1011JW,1011JW,ELK,10,100,100,7709,40
Kloveniersburgwal,1011JW,1011JX,GAS,20,100,95,3194,0
Kloveniersburgwal,1011JX,1011JX,ELK,16,100,"87,5",4615,25
Kloveniersburgwal,1011JZ,1011JZ,ELK,19,100,100,7112,"10,53"
Kloveniersburgwal,1011JZ,1011JZ,GAS,14,100,100,1974,0
Kloveniersburgwal,1011KA,1011KA,ELK,33,100,100,3839,"3,03"
Kloveniersburgwal,1011KA,1011KA,GAS,30,100,100,1926,0
Kloveniersburgwal,1011KB,1011KB,ELK,27,100,"96,3",6138,"11,11"
Kloveniersburgwal,1011KB,1011KB,GAS,21,100,100,3390,0
Kloveniersburgwal,1011KC,1011KC,ELK,28,100,"92,86",3749,"10,71"
Kloveniersburgwal,1011KC,1011KC,GAS,24,100,100,1756,0
Kloveniersburgwal,1011KD,1011KD,ELK,16,100,100,9156,"18,75"
Kloveniersburgwal,1011KD,1011KD,GAS,14,100,"71,43",2694,0
Kloveniersburgwal,1011KE,1011KE,ELK,10,100,80,10546,30
Kloveniersburgwal,1011KE,1011KH,GAS,23,100,100,3613,0
Raamgracht,1011KH,1011KH,ELK,22,100,100,3867,"22,73"
Raamgracht,1011KJ,1011KJ,ELK,38,100,"97,37",2724,"7,89"
Raamgracht,1011KJ,1011KJ,GAS,32,100,"96,88",1363,0
Raamgracht,1011KK,1011KK,ELK,33,100,"93,94",2099,"12,12"
Raamgracht,1011KK,1011KK,GAS,26,100,100,1347,0
Raamgracht AB,1011KL,1011KM,ELK,14,100,"92,86",4527,"28,57"
Raamgracht AB,1011KL,1011KM,GAS,11,100,100,2482,0
's-Gravelandse Veer,1011KN,1011KN,ELK,22,100,100,2386,"13,64"
's-Gravelandse Veer,1011KN,1011KN,GAS,20,100,100,1211,0
Oudeschans,1011KP,1011KP,ELK,31,100,"70,97",3332,"3,23"
Oudeschans,1011KP,1011KP,GAS,25,100,76,1290,0
Oudeschans,1011KR,1011KR,ELK,23,100,"82,61",2766,"8,7"
Oudeschans,1011KR,1011KR,GAS,18,100,"83,33",1588,0
Oudeschans,1011KS,1011KS,ELK,15,100,100,2859,"6,67"
Oudeschans,1011KS,1011KS,GAS,13,100,100,1782,0
Oudeschans,1011KT,1011KT,ELK,29,100,100,3246,"6,9"
Oudeschans,1011KT,1011KT,GAS,26,100,100,2163,0
Oudeschans,1011KV,1011KW,ELK,92,100,"97,83",2516,"7,61"
Oudeschans,1011KV,1011KW,GAS,86,100,"98,84",960,0
Oudeschans,1011KX,1011KZ,ELK,42,100,"92,86",2498,"4,76"
Oudeschans,1011KX,1011KZ,GAS,31,100,100,1738,0
Oudeschans,1011LA,1011LA,ELK,12,100,"91,67",2049,0
Oudeschans,1011LA,1011LA,GAS,11,100,"90,91",2100,0
Oudeschans,1011LB,1011LB,ELK,30,100,"96,67",4052,"23,33"
Oudeschans,1011LB,1011LB,GAS,26,100,100,1105,0
Oudeschans,1011LC,1011LC,ELK,14,100,100,4128,"71,43"
Oudeschans,1011LC,1011LC,GAS,13,100,"92,31",1901,0
Oudeschans,1011LD,1011LD,ELK,50,100,100,3500,48
Oudeschans,1011LD,1011LD,GAS,41,100,"97,56",1754,0
Oudeschans,1011LE,1011LE,ELK,44,100,"95,45",2808,"9,09"
Oudeschans,1011LE,1011LE,GAS,38,100,100,1419,0
Oudeschans AB,1011LG,1011LG,ELK,10,100,90,3420,10
Oudeschans AB,1011LG,1011LH,GAS,23,100,100,1296,0
Oostersekade,1011LH,1011LH,ELK,21,100,100,2634,"4,76"
Nieuwe Batavierstraat,1011LJ,1011LJ,ELK,16,100,100,3517,0
Nieuwe Batavierstraat,1011LJ,1011LJ,GAS,15,100,100,1020,0
Nieuwe Batavierstraat,1011LK,1011LL,ELK,32,100,100,2907,"15,63"
Nieuwe Batavierstraat,1011LK,1011LL,GAS,30,100,100,1609,0
Nieuwe Uilenburgerstraat,1011LM,1011LM,ELK,121,100,"99,17",3438,"6,61"
Nieuwe Uilenburgerstraat,1011LM,1011LM,GAS,115,100,100,1311,0
Nieuwe Uilenburgerstraat,1011LN,1011LP,ELK,17,100,"88,24",2353,"11,76"
Nieuwe Uilenburgerstraat,1011LN,1011LP,GAS,15,100,100,1297,0
Nieuwe Uilenburgerstraat,1011LR,1011LR,ELK,14,100,100,1737,"57,14"
Nieuwe Uilenburgerstraat,1011LR,1011LR,GAS,14,100,100,863,0
Nieuwe Uilenburgerstraat,1011LS,1011LS,ELK,13,100,100,1531,0
Nieuwe Uilenburgerstraat,1011LS,1011LS,GAS,13,100,100,1631,0
Nieuwe Uilenburgerstraat,1011LT,1011LT,ELK,14,100,"92,86",2072,"7,14"
Nieuwe Uilenburgerstraat,1011LT,1011LT,GAS,13,100,"92,31",812,0
Nieuwe Uilenburgerstraat,1011LV,1011LV,ELK,16,100,100,1976,"12,5"
Nieuwe Uilenburgerstraat,1011LV,1011LV,GAS,16,100,100,1073,0
Nieuwe Uilenburgerstraat,1011LW,1011LW,ELK,32,100,"96,88",1869,"3,13"
Nieuwe Uilenburgerstraat,1011LW,1011LW,GAS,31,100,100,885,0
Nieuwe Uilenburgerstraat,1011LX,1011LX,ELK,10,100,80,7629,40
Nieuwe Uilenburgerstraat,1011LX,1011LZ,GAS,30,100,80,1699,0
Valkenburgerstraat,1011LZ,1011LZ,ELK,94,100,"93,62",4205,"12,77"
Nieuwmarkt,1011MA,1011MB,ELK,45,100,"97,78",3575,"2,22"
Nieuwmarkt,1011MA,1011MB,GAS,40,100,100,820,0
Krom Boomssloot,1011MC,1011MG,ELK,45,100,100,4082,"11,11"
Krom Boomssloot,1011MC,1011MX,GAS,45,100,100,933,0
Valkenburgerstraat,1011MH,1011MH,ELK,49,100,"97,96",3812,"6,12"
Valkenburgerstraat,1011MJ,1011MJ,ELK,31,100,100,7931,"16,13"
Rapenburgerstraat,1011MK,1011MK,ELK,55,100,100,2805,"3,64"
Rapenburgerstraat,1011ML,1011ML,ELK,44,100,100,2597,"2,27"
Rapenburgerstraat,1011MN,1011MN,ELK,64,100,"98,44",2953,"1,56"
Anne Frankstraat,1011MP,1011MP,ELK,22,100,100,2499,0
Koerierstersplein,1011MR,1011MR,ELK,18,100,100,2894,0
Februariplein,1011MT,1011MT,ELK,18,100,100,3027,"11,11"
Markenplein,1011MV,1011MV,ELK,27,100,100,2374,0
Uilenburgerwerf,1011MX,1011MX,ELK,38,100,100,2534,"5,26"
Uilenburgerwerf,1011MZ,1011MZ,ELK,32,100,100,3487,"6,25"
Uilenburgerwerf,1011MZ,1011MZ,GAS,31,100,100,858,0
Valkenburgerstraat,1011NA,1011NA,ELK,52,100,"73,08",5343,"15,38"
Valkenburgerstraat,1011NA,1011NA,GAS,29,100,"51,72",1477,0
Valkenburgerstraat,1011NB,1011NB,ELK,22,100,100,1684,"27,27"
Valkenburgerstraat,1011NB,1011NB,GAS,17,100,100,1195,0
Valkenburgerstraat,1011NC,1011NC,ELK,105,100,"86,67",3553,"1,9"
Valkenburgerstraat,1011NC,1011NC,GAS,92,100,100,939,0
Valkenburgerstraat,1011ND,1011ND,ELK,31,100,"96,77",6204,"12,9"
Valkenburgerstraat,1011ND,1011ND,GAS,24,100,100,783,0
Zakslootje,1011NE,1011NK,ELK,39,100,"94,87",13279,"35,9"
Zakslootje,1011NE,1011NK,GAS,29,100,"93,1",3903,0
Jodenbreestraat,1011NM,1011NS,ELK,75,100,"93,33",4747,24
Jodenbreestraat,1011NM,1011NS,GAS,66,100,100,1039,0
Waterlooplein,1011NV,1011NV,ELK,43,100,"95,35",5071,"27,91"
Waterlooplein,1011NV,1011NV,GAS,34,100,"91,18",1142,0
Waterlooplein,1011NX,1011PB,ELK,43,100,100,3965,"13,95"
Waterlooplein,1011NX,1011PB,GAS,40,100,100,1007,0
Waterlooplein,1011PC,1011PG,ELK,183,100,"90,71",7070,"13,66"
Waterlooplein,1011PC,1011PG,GAS,141,100,"95,74",1325,0
Nieuwe Amstelstraat,1011PL,1011PL,ELK,48,100,100,1688,"6,25"
Nieuwe Amstelstraat,1011PL,1011PL,GAS,44,100,100,971,0
Nieuwe Amstelstraat,1011PM,1011PM,ELK,27,100,"85,19",3649,"3,7"
Nieuwe Amstelstraat,1011PM,1011PM,GAS,21,100,"95,24",2727,0
Amstel,1011PN,1011PT,ELK,34,100,"61,76",7071,"20,59"
Amstel,1011PT,1011PT,GAS,17,100,"94,12",1521,0
Amstel,1011PV,1011PV,ELK,12,100,"91,67",2005,"16,67"
Amstel,1011PV,1011PW,GAS,22,100,"90,91",1520,0
Amstel,1011PW,1011PW,ELK,17,100,"88,24",3678,"5,88"
Amstel AB,1011PX,1011PX,ELK,14,100,50,4483,0
Amstel AB,1011PX,1011RA,GAS,24,100,"91,67",1543,0
Muiderstraat,1011PZ,1011QQ,ELK,76,100,"86,84",34494,"67,11"
Muiderstraat,1011RA,1011RA,ELK,16,100,"93,75",3028,0
Muiderstraat,1011RB,1011RC,ELK,18,100,100,3907,"11,11"
Muiderstraat,1011RB,1011RE,GAS,35,100,"85,71",1771,0
Mr. Visserplein,1011RD,1011RD,ELK,14,100,"57,14",15930,"14,29"
Jonas Daniel Meijerplein,1011RE,1011RE,ELK,20,100,95,2049,0
Jonas Daniel Meijerplein,1011RG,1011RG,ELK,23,100,100,2195,0
Jonas Daniel Meijerplein,1011RG,1011RG,GAS,18,100,"88,89",972,0
Jonas Daniel Meijerplein,1011RH,1011RH,ELK,25,100,96,2794,0
Jonas Daniel Meijerplein,1011RH,1011RH,GAS,23,100,100,887,0
Nieuwe Herengracht,1011RJ,1011RJ,ELK,10,100,100,2754,10
Nieuwe Herengracht,1011RJ,1011RK,GAS,19,100,100,2004,0
Nieuwe Herengracht,1011RK,1011RK,ELK,16,100,100,2811,"12,5"
Nieuwe Herengracht,1011RL,1011RL,ELK,29,100,100,2368,"13,79"
Nieuwe Herengracht,1011RL,1011RL,GAS,25,100,100,1423,0
Nieuwe Herengracht,1011RM,1011RM,ELK,16,100,"81,25",3846,"6,25"
Nieuwe Herengracht,1011RM,1011RM,GAS,12,100,"91,67",2598,0
Nieuwe Herengracht,1011RN,1011RN,ELK,23,100,"82,61",6736,"4,35"
Nieuwe Herengracht,1011RN,1011RN,GAS,18,100,"83,33",2867,0
Nieuwe Herengracht,1011RP,1011RS,ELK,24,100,"95,83",4042,"8,33"
Nieuwe Herengracht,1011RP,1011SB,GAS,75,100,100,1710,0
Nieuwe Herengracht,1011RT,1011SB,ELK,59,100,100,6431,"16,95"
Nieuwe Herengracht,1011SC,1011SC,ELK,13,100,100,5109,"15,38"
Nieuwe Herengracht,1011SC,1011SC,GAS,12,100,100,2020,0
Nieuwe Herengracht,1011SE,1011SG,ELK,24,100,"83,33",4202,"8,33"
Nieuwe Herengracht,1011SE,1011SP,GAS,48,100,100,1776,0
