,leveringsrichting,postcode_tot,postcode_van,sjv,soort
25541,100,1083DA,1083DA,1105,GAS
25542,100,1083DA,1083DA,2537,ELK
25543,100,1083DB,1083DB,1038,GAS
25544,100,1083DB,1083DB,2553,ELK
25545,100,1083DC,1083DC,1113,GAS
25546,100,1083DC,1083DC,3108,ELK
25547,100,1083DD,1083DD,3461,ELK
25548,100,1083DD,1083DD,847,GAS
25549,100,1083EA,1083EA,218,GAS
25550,100,1083EA,1083EA,1762,ELK
25551,100,1083EB,1083EB,209,GAS
25552,100,1083EB,1083EB,2241,ELK
25553,100,1083EC,1083EC,1696,ELK
25554,100,1083EC,1083EC,515,GAS
25555,100,1083ED,1083ED,2412,ELK
25556,100,1083ED,1083ED,177,GAS
25557,100,1083EE,1083EE,1637,ELK
25558,100,1083EE,1083EE,178,GAS
25559,100,1083EG,1083EG,2473,ELK
25560,100,1083EG,1083EG,171,GAS
25561,100,1083EH,1083EH,2854,ELK
25562,100,1083EH,1083EH,170,GAS
25563,100,1083EJ,1083EJ,2254,ELK
25564,100,1083EJ,1083EJ,222,GAS
25565,100,1083EK,1083EK,2407,ELK
25566,100,1083EK,1083EK,179,GAS
25567,100,1083EL,1083EL,190,GAS
25568,100,1083EL,1083EL,2008,ELK
25569,100,1083EM,1083EM,182,GAS
25570,100,1083EM,1083EM,2299,ELK
25571,100,1083EN,1083EN,199,GAS
25572,100,1083EN,1083EN,2553,ELK
25573,100,1083GA,1083GA,181,GAS
25574,100,1083GA,1083GA,2399,ELK
25575,100,1083GB,1083GB,2279,ELK
25576,100,1083GB,1083GB,19,GAS
25577,100,1083GC,1083GC,33,GAS
25578,100,1083GC,1083GC,2482,ELK
25579,100,1083GD,1083GD,3345,ELK
25580,100,1083GD,1083GD,32,GAS
25581,100,1083GE,1083GE,2597,ELK
25582,100,1083GE,1083GE,26,GAS
25583,100,1083GG,1083GG,112,GAS
25584,100,1083GG,1083GG,2122,ELK
25585,100,1083GH,1083GH,2868,ELK
25586,100,1083GH,1083GH,1109,GAS
25587,100,1083GJ,1083GJ,2535,ELK
25588,100,1083GJ,1083GJ,26,GAS
25589,100,1083GK,1083GK,2325,ELK
25590,100,1083GK,1083GK,32,GAS
25591,100,1083GL,1083GL,37,GAS
25592,100,1083GL,1083GL,2010,ELK
25593,100,1083GN,1083GM,129,GAS
25594,100,1083GM,1083GM,2818,ELK
25595,100,1083GN,1083GN,1937,ELK
25596,100,1083GP,1083GP,2947,ELK
25597,100,1083GP,1083GP,130,GAS
25598,100,1083GR,1083GR,28,GAS
25599,100,1083GR,1083GR,1717,ELK
25600,100,1083GS,1083GS,2891,ELK
25601,100,1083GS,1083GS,24,GAS
25602,100,1083GW,1083GT,1834,GAS
25603,100,1083GT,1083GT,4646,ELK
25604,100,1083GV,1083GV,15740,ELK
25605,100,1083GW,1083GW,2334,ELK
25606,100,1083GX,1083GX,865,GAS
25607,100,1083GX,1083GX,2208,ELK
25608,100,1083HA,1083HA,31,GAS
25609,100,1083HA,1083HA,3153,ELK
25610,100,1083HB,1083HB,2482,ELK
25611,100,1083HB,1083HB,27,GAS
25612,100,1083HC,1083HC,2412,ELK
25613,100,1083HC,1083HC,28,GAS
25614,100,1083HD,1083HD,2021,ELK
25615,100,1083HD,1083HD,20,GAS
25616,100,1083HE,1083HE,2676,ELK
25617,100,1083HE,1083HE,38,GAS
25618,100,1083HG,1083HG,1984,ELK
25619,100,1083HG,1083HG,19,GAS
25620,100,1083HH,1083HH,1966,ELK
25621,100,1083HH,1083HH,1941,GAS
25622,100,1083JA,1083HJ,2848,GAS
25623,100,1083HJ,1083HJ,3105,ELK
25624,100,1083HM,1083HK,3962,ELK
25625,100,1083HZ,1083HN,9059,ELK
25626,100,1083JA,1083JA,2680,ELK
25627,100,1083JB,1083JB,837,GAS
25628,100,1083JB,1083JB,2499,ELK
25629,100,1083JC,1083JC,2714,ELK
25630,100,1083JC,1083JC,1077,GAS
25631,100,1083JD,1083JD,1092,GAS
25632,100,1083JD,1083JD,3155,ELK
25633,100,1083JE,1083JE,2311,ELK
25634,100,1083JE,1083JE,987,GAS
25635,100,1083JG,1083JG,786,GAS
25636,100,1083JG,1083JG,2451,ELK
25637,100,1083JH,1083JH,2266,ELK
25638,100,1083JH,1083JH,942,GAS
25639,100,1083JJ,1083JJ,1813,ELK
25640,100,1083JJ,1083JJ,705,GAS
25641,100,1083JK,1083JK,2954,ELK
25642,100,1083JK,1083JK,1087,GAS
25643,100,1083JL,1083JL,2131,ELK
25644,100,1083JL,1083JL,766,GAS
25645,100,1083JM,1083JM,1102,GAS
25646,100,1083JM,1083JM,2294,ELK
25647,100,1083JN,1083JN,1016,GAS
25648,100,1083JN,1083JN,2377,ELK
25649,100,1083JP,1083JP,999,GAS
25650,100,1083JP,1083JP,2213,ELK
25651,100,1083JR,1083JR,944,GAS
25652,100,1083JR,1083JR,2423,ELK
25653,100,1083KA,1083KA,1177,GAS
25654,100,1083KA,1083KA,4767,ELK
25655,100,1083KB,1083KB,1225,GAS
25656,100,1083KB,1083KB,5508,ELK
25657,100,1083KC,1083KC,5098,ELK
25658,100,1083KC,1083KC,1079,GAS
25659,100,1083KD,1083KD,5074,ELK
25660,100,1083KD,1083KD,1251,GAS
25661,100,1083KE,1083KE,5424,ELK
25662,100,1083KE,1083KE,1228,GAS
25663,100,1083MA,1083MA,1038,GAS
25664,100,1083MA,1083MA,2875,ELK
25665,100,1083ME,1083ME,2563,ELK
25666,100,1083ME,1083ME,1109,GAS
25667,100,1083MG,1083MG,1083,GAS
25668,100,1083MG,1083MG,2461,ELK
25669,100,1083TC,1083TC,2184,ELK
25670,100,1083TC,1083TC,892,GAS
25671,100,1083TD,1083TD,1896,ELK
25672,100,1083TD,1083TD,999,GAS
25673,100,1083TE,1083TE,2305,ELK
25674,100,1083TE,1083TE,264,GAS
25675,100,1083TG,1083TG,1995,ELK
25676,100,1083TG,1083TG,1194,GAS
25677,100,1083TH,1083TH,1385,ELK
25678,100,1083TH,1083TH,936,GAS
25679,100,1083TJ,1083TJ,848,GAS
25680,100,1083TJ,1083TJ,1695,ELK
25681,100,1083TK,1083TK,1959,ELK
25682,100,1083TK,1083TK,1089,GAS
25683,100,1083TL,1083TL,1263,ELK
25684,100,1083TL,1083TL,647,GAS
25685,100,1083TM,1083TM,1028,GAS
25686,100,1083TM,1083TM,2177,ELK
25687,100,1083TN,1083TN,1866,ELK
25688,100,1083TN,1083TN,1078,GAS
25689,100,1083TP,1083TP,2646,ELK
25690,100,1083TP,1083TP,292,GAS
25691,100,1083TR,1083TR,958,GAS
25692,100,1083TR,1083TR,2063,ELK
25693,100,1083TS,1083TS,1045,GAS
25694,100,1083TS,1083TS,1434,ELK
25695,100,1083TT,1083TT,2215,ELK
25696,100,1083TT,1083TT,809,GAS
25697,100,1083TV,1083TV,2038,ELK
25698,100,1083TV,1083TV,952,GAS
25699,100,1083TW,1083TW,480,GAS
25700,100,1083TW,1083TW,1657,ELK
25701,100,1083TX,1083TX,2431,ELK
25702,100,1083TX,1083TX,942,GAS
25703,100,1083TZ,1083TZ,2100,ELK
25704,100,1083TZ,1083TZ,1028,GAS
25705,100,1083VA,1083VA,2257,ELK
25706,100,1083VA,1083VA,204,GAS
25707,100,1083VB,1083VB,1125,GAS
25708,100,1083VB,1083VB,2202,ELK
25709,100,1083VD,1083VC,2164,ELK
25710,100,1083VD,1083VC,1029,GAS
25711,100,1083VE,1083VE,2532,ELK
25712,100,1083VE,1083VE,1167,GAS
25713,100,1083VG,1083VG,3630,GAS
25714,100,1083VG,1083VG,1964,ELK
25715,100,1083VH,1083VH,1946,ELK
25716,100,1083VH,1083VH,835,GAS
25717,100,1083VJ,1083VJ,1013,GAS
25718,100,1083VJ,1083VJ,1474,ELK
25719,100,1083VK,1083VK,2135,ELK
25720,100,1083VL,1083VK,2541,GAS
25721,100,1083VL,1083VL,1123,ELK
25722,100,1083VM,1083VM,1019,GAS
25723,100,1083VM,1083VM,2415,ELK
25724,100,1083VN,1083VN,1863,ELK
25725,100,1083VN,1083VN,870,GAS
25726,100,1083VP,1083VP,1909,ELK
25727,100,1083VP,1083VP,783,GAS
25728,100,1083VR,1083VR,801,GAS
25729,100,1083VR,1083VR,1992,ELK
25730,100,1083VS,1083VS,1971,ELK
25731,100,1083VS,1083VS,1146,GAS
25732,100,1083VT,1083VT,743,GAS
25733,100,1083VT,1083VT,1653,ELK
25734,100,1083VV,1083VV,788,GAS
25735,100,1083VV,1083VV,2091,ELK
25736,100,1083VW,1083VW,2653,ELK
25737,100,1083VW,1083VW,975,GAS
25738,100,1083VX,1083VX,1897,ELK
25739,100,1083VX,1083VX,982,GAS
25740,100,1083VZ,1083VZ,960,GAS
25741,100,1083VZ,1083VZ,1752,ELK
25742,100,1083XD,1083XD,2118,ELK
25743,100,1083XD,1083XD,972,GAS
25744,100,1083XE,1083XE,1114,GAS
25745,100,1083XE,1083XE,2036,ELK
25746,100,1083XG,1083XG,1152,GAS
25747,100,1083XG,1083XG,1946,ELK
25748,100,1083XH,1083XH,2025,ELK
25749,100,1083XH,1083XH,1086,GAS
25750,100,1083XJ,1083XJ,864,GAS
25751,100,1083XJ,1083XJ,1884,ELK
25752,100,1083XK,1083XK,845,GAS
25753,100,1083XK,1083XK,2573,ELK
25754,100,1083XL,1083XL,1566,ELK
25755,100,1083XL,1083XL,530,GAS
25756,100,1083XM,1083XM,1853,ELK
25757,100,1083XM,1083XM,1209,GAS
25758,100,1083XN,1083XN,1862,ELK
25759,100,1083XN,1083XN,705,GAS
25760,100,1083XP,1083XP,1888,ELK
25761,100,1083XP,1083XP,677,GAS
25762,100,1083XS,1083XR,966,GAS
25763,100,1083XR,1083XR,1070,ELK
25764,100,1083XS,1083XS,1686,ELK
25765,100,1083XT,1083XT,659,ELK
25766,100,1083XT,1083XT,893,GAS
25767,100,1083XV,1083XV,2173,ELK
25768,100,1083XV,1083XV,1099,GAS
25769,100,1083XW,1083XW,1997,ELK
25770,100,1083XW,1083XW,946,GAS
25771,100,1083XX,1083XX,1462,ELK
25772,100,1083XX,1083XX,821,GAS
25773,100,1083XZ,1083XZ,605,GAS
25774,100,1083XZ,1083XZ,1547,ELK
25775,100,1086VA,1086VA,4162,ELK
25776,100,1086VB,1086VB,1608,GAS
25777,"95,56",1086VB,1086VB,5939,ELK
25778,"89,47",1086VC,1086VC,3931,ELK
25779,100,1086VD,1086VD,4543,ELK
25780,100,1086VE,1086VE,2537,ELK
25781,100,1086VG,1086VG,3761,ELK
25782,100,1086VH,1086VH,2332,ELK
25783,"94,23",1086VJ,1086VJ,3279,ELK
25784,100,1086VL,1086VL,3540,ELK
25785,100,1086WB,1086WB,1973,ELK
25786,"93,44",1086WC,1086WC,5359,ELK
25787,"96,67",1086WH,1086WE,4631,ELK
25788,100,1086XK,1086XK,7035,ELK
25789,"83,33",1086XP,1086XP,6257,ELK
25790,100,1086XR,1086XR,4681,ELK
25791,"93,75",1086XT,1086XS,5149,ELK
25792,100,1086XV,1086XV,3042,ELK
25793,"82,14",1086XX,1086XW,3738,ELK
25794,"93,91",1086XZ,1086XZ,5200,ELK
25795,"91,53",1086ZA,1086ZA,4601,ELK
25796,"77,36",1086ZC,1086ZB,6170,ELK
25797,"71,43",1086ZE,1086ZD,5346,ELK
25798,"93,33",1086ZG,1086ZG,5800,ELK
25799,100,1086ZH,1086ZH,2987,ELK
25800,100,1086ZJ,1086ZJ,1264,GAS
25801,"98,98",1086ZJ,1086ZJ,5048,ELK
25802,"94,59",1086ZK,1086ZK,5018,ELK
25803,"90,48",1086ZL,1086ZL,3944,ELK
25804,100,1086ZM,1086ZM,5258,ELK
25805,"86,23",1086ZR,1086ZP,3952,ELK
25806,100,1086ZS,1086ZS,3229,ELK
25807,"73,33",1086ZT,1086ZT,3307,ELK
25808,"98,26",1086ZV,1086ZV,4281,ELK
25809,100,1087AT,1086ZZ,3547,ELK
25810,100,1087AV,1087AV,2923,ELK
25811,"91,23",1087AW,1087AW,3377,ELK
25812,"97,22",1087AX,1087AX,5398,ELK
25813,95,1087AZ,1087AZ,2490,ELK
25814,100,1087BB,1087BB,2545,ELK
25815,100,1087BC,1087BC,2730,ELK
25816,100,1087BE,1087BD,3875,ELK
25817,100,1087BN,1087BN,3787,ELK
25818,100,1087BP,1087BP,7961,ELK
25819,100,1087BR,1087BR,4046,ELK
25820,100,1087BS,1087BS,9476,ELK
25821,100,1087BT,1087BT,5055,ELK
25822,"71,79",1087BV,1087BV,4178,ELK
25823,100,1087BW,1087BW,4031,ELK
25824,95,1087CC,1087BZ,5574,ELK
25825,"82,35",1087CD,1087CD,5534,ELK
25826,"93,48",1087CE,1087CE,4993,ELK
25827,100,1087CH,1087CG,3219,ELK
25828,"93,33",1087CJ,1087CJ,3659,ELK
25829,"93,75",1087CK,1087CK,3439,ELK
25830,100,1087CL,1087CL,5432,ELK
25831,100,1087CM,1087CM,3609,ELK
25832,100,1087CN,1087CN,5758,ELK
25833,100,1087DA,1087DA,4117,ELK
25834,100,1087DB,1087DB,6315,ELK
25835,100,1087DC,1087DC,4150,ELK
25836,"98,72",1087DE,1087DE,2883,ELK
25837,"87,1",1087DG,1087DG,3196,ELK
25838,100,1087DH,1087DH,10054,ELK
25839,100,1087DJ,1087DJ,3239,ELK
25840,100,1087DK,1087DK,3248,ELK
25841,100,1087DL,1087DL,2590,ELK
25842,100,1087DM,1087DM,2236,ELK
25843,"92,41",1087DN,1087DN,3426,ELK
25844,"98,55",1087DP,1087DP,6234,ELK
25845,100,1087DR,1087DR,5845,ELK
25846,100,1087DS,1087DS,2934,ELK
25847,100,1087EB,1087EB,5384,ELK
25848,100,1087EC,1087EC,5307,ELK
25849,100,1087EG,1087EG,4242,ELK
25850,100,1087EH,1087EH,3956,ELK
25851,"86,96",1087EK,1087EK,3671,ELK
25852,100,1087EL,1087EL,5965,ELK
25853,"90,8",1087EM,1087EM,5139,ELK
25854,100,1087EN,1087EN,3755,ELK
25855,"84,62",1087EP,1087EP,3749,ELK
25856,"93,48",1087ER,1087ER,6305,ELK
25857,"86,67",1087GC,1087GC,5259,ELK
25858,"89,66",1087GD,1087GD,5210,ELK
25859,"92,86",1087GE,1087GE,5404,ELK
25860,100,1087GJ,1087GJ,4535,ELK
25861,"96,59",1087GK,1087GK,3862,ELK
25862,100,1087GL,1087GL,3345,ELK
25863,100,1087GM,1087GM,5396,ELK
25864,100,1087GN,1087GN,9635,ELK
25865,"90,84",1087GT,1087GT,3824,ELK
25866,"77,78",1087GX,1087GX,3858,ELK
25867,100,1087GZ,1087GZ,3568,ELK
25868,"94,12",1087HA,1087HA,4293,ELK
25869,100,1087HC,1087HC,4734,ELK
25870,"98,75",1087HN,1087HE,5339,ELK
25871,100,1087HP,1087HP,14647,ELK
25872,100,1087HS,1087HR,8650,ELK
25873,100,1087HT,1087HT,3401,ELK
25874,100,1087HV,1087HV,3811,ELK
25875,100,1087HW,1087HW,6830,ELK
25876,100,1087JA,1087HX,4016,ELK
25877,100,1087JB,1087JB,3181,ELK
25878,100,1087JC,1087JC,5162,ELK
25879,100,1087JD,1087JD,3820,ELK
25880,100,1087JE,1087JE,3091,ELK
25881,100,1087JG,1087JG,3204,ELK
25882,100,1087JH,1087JH,3964,ELK
25883,100,1087JJ,1087JJ,5261,ELK
25884,"88,89",1087JK,1087JK,4291,ELK
25885,"84,31",1087JT,1087JT,4631,ELK
25886,"95,12",1087JV,1087JV,5211,ELK
25887,"89,09",1087KA,1087JW,7476,ELK
25888,"83,33",1087KB,1087KB,6877,ELK
25889,100,1087KC,1087KC,3674,ELK
25890,100,1087KD,1087KD,3511,ELK
25891,"82,05",1087KE,1087KE,4586,ELK
25892,100,1087KG,1087KG,3917,ELK
25893,90,1087KH,1087KH,4236,ELK
25894,100,1087KJ,1087KJ,2832,ELK
25895,100,1087KK,1087KK,2152,ELK
25896,100,1087KL,1087KL,3438,ELK
25897,100,1087KM,1087KM,3998,ELK
25898,100,1087KN,1087KN,3476,ELK
25899,100,1087KP,1087KP,2660,ELK
25900,100,1087KR,1087KR,2747,ELK
25901,"96,43",1087LA,1087LA,11868,ELK
25902,100,1087LB,1087LB,3735,ELK
25903,100,1087LC,1087LC,3469,ELK
25904,100,1087LD,1087LD,4391,ELK
25905,"73,24",1087LE,1087LE,3623,ELK
25906,100,1087LG,1087LG,3492,ELK
25907,100,1087LH,1087LH,6290,ELK
25908,100,1087LL,1087LL,2905,ELK
25909,100,1087LM,1087LM,2992,ELK
25910,"88,51",1087LN,1087LN,3327,ELK
25911,95,1087LP,1087LP,4124,ELK
25912,100,1087LR,1087LR,1869,ELK
25913,"96,19",1087LS,1087LS,5308,ELK
25914,"87,5",1087MA,1087MA,3952,ELK
25915,"97,96",1087MB,1087MB,5501,ELK
25916,"91,67",1087MC,1087MC,3250,ELK
25917,92,1087MD,1087MD,2704,ELK
25918,100,1087ME,1087ME,2864,ELK
25919,"91,38",1087MG,1087MG,3676,ELK
25920,100,1087MH,1087MH,3518,ELK
25921,"93,33",1087MJ,1087MJ,5264,ELK
25922,100,1087MK,1087MK,2395,ELK
25923,100,1087ML,1087ML,3678,ELK
25924,"93,9",1087MN,1087MN,3652,ELK
25925,"91,3",1087MR,1087MP,5737,ELK
25926,100,1087MS,1087MS,4030,ELK
25927,"93,02",1087NA,1087MT,3667,ELK
25928,100,1087NB,1087NB,4886,ELK
25929,100,1087NC,1087NC,4352,ELK
25930,100,1087ND,1087ND,2236,ELK
25931,100,1087NE,1087NE,2858,ELK
25932,"92,31",1087NG,1087NG,4751,ELK
25933,"94,12",1087NH,1087NH,4981,ELK
25934,100,1087NJ,1087NJ,4624,ELK
25935,92,1087SC,1087QQ,10080,ELK
25936,"77,78",1087SH,1087SE,7179,ELK
25937,100,1087SJ,1087SJ,9986,ELK
25938,"69,23",1087SK,1087SK,5715,ELK
25939,100,1091AA,1087SL,2235,ELK
25940,100,1091AA,1091AA,863,GAS
25941,100,1091AC,1091AB,2746,ELK
25942,100,1091AC,1091AB,2112,GAS
25943,100,1091AD,1091AD,2658,ELK
25944,100,1091AD,1091AD,1766,GAS
25945,100,1091AE,1091AE,1101,GAS
25946,100,1091AE,1091AE,2061,ELK
25947,100,1091AG,1091AG,3126,ELK
25948,100,1091AG,1091AG,769,GAS
25949,100,1091AH,1091AH,4831,ELK
25950,100,1091AH,1091AH,1689,GAS
25951,100,1091AJ,1091AJ,963,GAS
25952,"91,67",1091AJ,1091AJ,2350,ELK
25953,100,1091AK,1091AK,2087,ELK
25954,100,1091AK,1091AK,1280,GAS
25955,100,1091AL,1091AL,865,GAS
25956,100,1091AL,1091AL,1491,ELK
25957,100,1091AM,1091AM,1660,GAS
25958,100,1091AM,1091AM,2066,ELK
25959,100,1091AN,1091AN,848,GAS
25960,"99,01",1091AN,1091AN,1902,ELK
25961,100,1091AP,1091AP,1134,GAS
25962,100,1091AP,1091AP,1852,ELK
25963,100,1091AR,1091AR,3013,ELK
25964,100,1091AR,1091AR,2297,GAS
25965,100,1091AS,1091AS,1640,GAS
25966,100,1091AS,1091AS,3407,ELK
25967,100,1091AT,1091AT,1305,GAS
25968,100,1091AT,1091AT,3167,ELK
25969,100,1091AV,1091AV,1608,ELK
25970,100,1091AV,1091AV,976,GAS
25971,100,1091AW,1091AW,1737,ELK
25972,100,1091AW,1091AW,1047,GAS
25973,100,1091AX,1091AX,912,GAS
25974,100,1091AX,1091AX,1869,ELK
25975,100,1091AZ,1091AZ,1324,GAS
25976,100,1091AZ,1091AZ,2377,ELK
25977,100,1091BA,1091BA,1117,GAS
25978,"93,75",1091BA,1091BA,3610,ELK
25979,100,1091BB,1091BB,3291,ELK
25980,100,1091BB,1091BB,1913,GAS
25981,100,1091BC,1091BC,1886,ELK
25982,100,1091BC,1091BC,731,GAS
25983,100,1091BD,1091BD,590,GAS
25984,100,1091BD,1091BD,1959,ELK
25985,100,1091BE,1091BE,916,GAS
25986,100,1091BE,1091BE,1880,ELK
25987,100,1091BG,1091BG,1155,GAS
25988,100,1091BG,1091BG,2421,ELK
25989,100,1091BH,1091BH,1040,GAS
25990,100,1091BH,1091BH,7139,ELK
25991,100,1091BJ,1091BJ,1662,ELK
25992,100,1091BJ,1091BJ,1085,GAS
25993,100,1091BK,1091BK,988,GAS
25994,100,1091BK,1091BK,1448,ELK
25995,100,1091BL,1091BL,3657,ELK
25996,100,1091BP,1091BL,1565,GAS
25997,100,1091BM,1091BM,2024,ELK
25998,100,1091BP,1091BP,2078,ELK
25999,100,1091BR,1091BR,1967,GAS
26000,100,1091BR,1091BR,7275,ELK
26001,100,1091BS,1091BS,1145,GAS
26002,100,1091BS,1091BS,2217,ELK
26003,100,1091BT,1091BT,2623,ELK
26004,100,1091BT,1091BT,825,GAS
26005,100,1091BV,1091BV,2087,ELK
26006,100,1091BV,1091BV,1026,GAS
26007,100,1091BW,1091BW,1033,GAS
26008,100,1091BW,1091BW,1858,ELK
26009,"97,65",1091BX,1091BX,4063,ELK
26010,100,1091BX,1091BX,714,GAS
26011,100,1091BZ,1091BZ,720,GAS
26012,100,1091BZ,1091BZ,1448,ELK
26013,"96,77",1091CB,1091CA,2076,ELK
26014,100,1091CB,1091CB,1492,GAS
26015,100,1091CC,1091CC,2350,ELK
26016,100,1091CC,1091CC,1211,GAS
26017,100,1091CD,1091CD,1160,GAS
26018,100,1091CD,1091CD,3522,ELK
26019,100,1091CE,1091CE,4285,ELK
26020,100,1091CE,1091CE,1408,GAS
26021,100,1091CG,1091CG,1418,ELK
26022,100,1091CG,1091CG,710,GAS
26023,100,1091CH,1091CH,782,GAS
26024,100,1091CH,1091CH,1569,ELK
26025,100,1091CJ,1091CJ,981,GAS
26026,100,1091CJ,1091CJ,1707,ELK
26027,"90,24",1091CK,1091CK,2082,ELK
26028,100,1091CK,1091CK,944,GAS
26029,100,1091CL,1091CL,2137,ELK
26030,100,1091CL,1091CL,1020,GAS
26031,100,1091CM,1091CM,951,GAS
26032,100,1091CM,1091CM,2069,ELK
26033,100,1091CN,1091CN,1782,ELK
26034,100,1091CN,1091CN,753,GAS
26035,100,1091CP,1091CP,1577,ELK
26036,100,1091CP,1091CP,836,GAS
26037,100,1091CR,1091CR,1137,GAS
26038,100,1091CR,1091CR,2255,ELK
26039,100,1091CS,1091CS,968,GAS
26040,100,1091CS,1091CS,2368,ELK
26041,100,1091CT,1091CT,1338,GAS
26042,100,1091CT,1091CT,3219,ELK
26043,100,1091CV,1091CV,1034,GAS
26044,100,1091CV,1091CV,2283,ELK
26045,100,1091CW,1091CW,896,GAS
26046,100,1091CW,1091CW,2411,ELK
26047,100,1091CX,1091CX,642,GAS
26048,100,1091CX,1091CX,1749,ELK
26049,100,1091CZ,1091CZ,2278,ELK
26050,100,1091CZ,1091CZ,1079,GAS
26051,100,1091DA,1091DA,1511,ELK
26052,100,1091DA,1091DA,930,GAS
26053,100,1091DB,1091DB,790,GAS
26054,100,1091DB,1091DB,2101,ELK
26055,100,1091DC,1091DC,713,GAS
26056,100,1091DC,1091DC,3349,ELK
26057,100,1091DE,1091DD,3708,ELK
26058,100,1091DE,1091DD,814,GAS
26059,100,1091DH,1091DG,940,GAS
26060,100,1091DG,1091DG,1399,ELK
26061,100,1091DH,1091DH,2661,ELK
26062,100,1091DJ,1091DJ,1910,ELK
26063,100,1091DJ,1091DJ,950,GAS
26064,100,1091DK,1091DK,1704,ELK
26065,100,1091DK,1091DK,894,GAS
26066,100,1091DL,1091DL,880,GAS
26067,100,1091DL,1091DL,1797,ELK
26068,100,1091DM,1091DM,2313,ELK
26069,100,1091DM,1091DM,1150,GAS
26070,100,1091DN,1091DN,1042,GAS
26071,100,1091DN,1091DN,1968,ELK
26072,100,1091DP,1091DP,2150,ELK
26073,100,1091DP,1091DP,894,GAS
26074,100,1091DR,1091DR,2133,ELK
26075,100,1091DR,1091DR,933,GAS
26076,100,1091DS,1091DS,1836,ELK
26077,100,1091DT,1091DS,719,GAS
26078,100,1091DT,1091DT,2227,ELK
26079,100,1091DV,1091DV,1843,ELK
26080,100,1091DV,1091DV,883,GAS
26081,100,1091DZ,1091DX,1476,ELK
26082,100,1091EA,1091DX,1488,GAS
26083,100,1091EA,1091EA,4143,ELK
26084,100,1091EB,1091EB,3181,ELK
26085,100,1091EB,1091EB,1722,GAS
26086,100,1091EC,1091EC,3567,GAS
26087,100,1091EC,1091EC,8359,ELK
26088,100,1091ED,1091ED,2840,ELK
26089,100,1091ED,1091ED,2215,GAS
26090,100,1091EE,1091EE,5197,ELK
26091,100,1091EE,1091EE,1517,GAS
26092,"95,12",1091EG,1091EG,5663,ELK
26093,100,1091EG,1091EG,1529,GAS
26094,100,1091EH,1091EH,4537,ELK
26095,100,1091EH,1091EH,2676,GAS
26096,98,1091EJ,1091EJ,3735,ELK
26097,100,1091EJ,1091EJ,1846,GAS
26098,"97,22",1091EK,1091EK,3895,ELK
26099,100,1091EK,1091EK,1802,GAS
26100,100,1091EL,1091EL,1625,GAS
26101,100,1091EL,1091EL,3218,ELK
26102,100,1091EM,1091EM,2699,ELK
26103,100,1091EM,1091EM,1717,GAS
26104,"97,67",1091EN,1091EN,6945,ELK
26105,100,1091EN,1091EN,3238,GAS
26106,100,1091EP,1091EP,4448,ELK
26107,100,1091EP,1091EP,13087,GAS
26108,100,1091ER,1091ER,6427,ELK
26109,100,1091ER,1091ER,2195,GAS
26110,100,1091ES,1091ES,1868,GAS
26111,100,1091ES,1091ES,3891,ELK
26112,100,1091ET,1091ET,7342,ELK
26113,100,1091ET,1091ET,2196,GAS
26114,100,1091EX,1091EV,1425,GAS
26115,100,1091EX,1091EV,6167,ELK
26116,100,1091EZ,1091EZ,2306,ELK
26117,100,1091EZ,1091EZ,1089,GAS
26118,100,1091GA,1091GA,1779,ELK
26119,100,1091GA,1091GA,1121,GAS
26120,100,1091GB,1091GB,784,GAS
26121,100,1091GB,1091GB,1286,ELK
26122,100,1091GC,1091GC,3056,ELK
26123,100,1091GC,1091GC,1250,GAS
26124,100,1091GD,1091GD,895,GAS
26125,100,1091GD,1091GD,2884,ELK
26126,100,1091GE,1091GE,1808,ELK
26127,100,1091GE,1091GE,712,GAS
26128,100,1091GG,1091GG,1583,GAS
26129,100,1091GG,1091GG,2179,ELK
26130,100,1091GH,1091GH,2616,ELK
26131,100,1091GH,1091GH,1076,GAS
26132,100,1091GK,1091GJ,880,GAS
26133,100,1091GK,1091GJ,3313,ELK
26134,100,1091GL,1091GL,1845,ELK
26135,100,1091GL,1091GL,1144,GAS
26136,100,1091GM,1091GM,1099,GAS
26137,100,1091GM,1091GM,1681,ELK
26138,100,1091GN,1091GN,3962,ELK
26139,100,1091GN,1091GN,1220,GAS
26140,100,1091GP,1091GP,2799,ELK
26141,100,1091GP,1091GP,660,GAS
26142,100,1091GR,1091GR,719,GAS
26143,100,1091GR,1091GR,2522,ELK
26144,100,1091GS,1091GS,738,GAS
26145,100,1091GS,1091GS,3497,ELK
26146,100,1091GT,1091GT,780,GAS
26147,100,1091GT,1091GT,2716,ELK
26148,100,1091GV,1091GV,2671,ELK
26149,100,1091GV,1091GV,1037,GAS
26150,100,1091GW,1091GW,1448,GAS
26151,100,1091GW,1091GW,3650,ELK
26152,100,1091GX,1091GX,5541,ELK
26153,100,1091GX,1091GX,1324,GAS
26154,100,1091GZ,1091GZ,1592,GAS
26155,100,1091GZ,1091GZ,5319,ELK
26156,100,1091HA,1091HA,5500,ELK
26157,100,1091HA,1091HA,1031,GAS
26158,100,1091HB,1091HB,1002,GAS
26159,100,1091HB,1091HB,2005,ELK
26160,100,1091HC,1091HC,807,GAS
26161,100,1091HC,1091HC,2528,ELK
26162,100,1091HE,1091HE,631,GAS
26163,100,1091HE,1091HE,2067,ELK
26164,100,1091HG,1091HG,851,GAS
