,leveringsrichting,postcode_tot,postcode_van,sjv,soort
5699,100,1024JT,1024JT,1117,GAS
5700,100,1024JV,1024JV,1085,GAS
5701,100,1024JV,1024JV,2234,ELK
5702,100,1024JW,1024JW,1753,ELK
5703,100,1024JW,1024JW,1010,GAS
5704,100,1024JX,1024JX,1196,GAS
5705,100,1024JX,1024JX,1695,ELK
5706,"85,71",1024JZ,1024JZ,2843,ELK
5707,100,1024JZ,1024JZ,1574,GAS
5708,100,1024KA,1024KA,1857,GAS
5709,"96,55",1024KA,1024KA,3261,ELK
5710,100,1024KB,1024KB,3168,ELK
5711,100,1024KB,1024KB,48,GAS
5712,100,1024KC,1024KC,61,GAS
5713,100,1024KC,1024KC,2182,ELK
5714,100,1024KD,1024KD,49,GAS
5715,100,1024KD,1024KD,1846,ELK
5716,100,1024KE,1024KE,2111,ELK
5717,100,1024KE,1024KE,123,GAS
5718,100,1024KG,1024KG,1476,ELK
5719,100,1024KG,1024KG,44,GAS
5720,100,1024KH,1024KH,1129,GAS
5721,100,1024KH,1024KH,2243,ELK
5722,100,1024KJ,1024KJ,2126,ELK
5723,100,1024KJ,1024KJ,1276,GAS
5724,100,1024KK,1024KK,3201,ELK
5725,100,1024KK,1024KK,1057,GAS
5726,100,1024KL,1024KL,2428,ELK
5727,100,1024KL,1024KL,2427,GAS
5728,100,1024KN,1024KM,224,GAS
5729,100,1024KM,1024KM,4684,ELK
5730,100,1024KN,1024KN,5686,ELK
5731,100,1024KP,1024KP,930,ELK
5732,100,1024KP,1024KP,22,GAS
5733,100,1024KR,1024KR,46,GAS
5734,100,1024KR,1024KR,1156,ELK
5735,100,1024KS,1024KS,1107,ELK
5736,100,1024KS,1024KS,18,GAS
5737,100,1024KT,1024KT,1043,ELK
5738,100,1024KT,1024KT,255,GAS
5739,100,1024KV,1024KV,4888,ELK
5740,100,1024KW,1024KV,3647,GAS
5741,"90,24",1024KW,1024KW,2134,ELK
5742,100,1024KX,1024KX,1199,GAS
5743,100,1024KX,1024KX,2128,ELK
5744,100,1024KZ,1024KZ,1318,GAS
5745,100,1024KZ,1024KZ,2403,ELK
5746,100,1024LA,1024LA,2488,ELK
5747,100,1024LA,1024LA,1193,GAS
5748,100,1024LB,1024LB,1223,GAS
5749,100,1024LB,1024LB,1685,ELK
5750,100,1024LC,1024LC,1763,ELK
5751,100,1024LC,1024LC,1177,GAS
5752,100,1024LD,1024LD,1089,GAS
5753,100,1024LD,1024LD,2117,ELK
5754,100,1024LE,1024LE,1255,GAS
5755,100,1024LE,1024LE,4739,ELK
5756,100,1024LG,1024LG,1151,GAS
5757,100,1024LG,1024LG,2769,ELK
5758,100,1024LH,1024LH,843,GAS
5759,100,1024LH,1024LH,3906,ELK
5760,100,1024LJ,1024LJ,2569,GAS
5761,"92,11",1024LJ,1024LJ,2865,ELK
5762,"91,89",1024LK,1024LK,2185,ELK
5763,100,1024LK,1024LK,2983,GAS
5764,100,1024LL,1024LL,344,GAS
5765,100,1024LL,1024LL,14627,ELK
5766,100,1024LM,1024LM,53,GAS
5767,100,1024LM,1024LM,3420,ELK
5768,100,1024LN,1024LN,48,GAS
5769,100,1024LN,1024LN,4770,ELK
5770,100,1024LP,1024LP,4871,ELK
5771,100,1024LP,1024LP,57,GAS
5772,100,1024LR,1024LR,5217,ELK
5773,100,1024LR,1024LR,43,GAS
5774,"98,92",1024LT,1024LS,6228,ELK
5775,100,1024LT,1024LT,39,GAS
5776,100,1024LV,1024LV,21895,ELK
5777,100,1024LW,1024LW,8479,ELK
5778,100,1024LW,1024LW,44,GAS
5779,100,1024LX,1024LX,40,GAS
5780,100,1024LX,1024LX,3690,ELK
5781,100,1024LZ,1024LZ,44,GAS
5782,100,1024LZ,1024LZ,3671,ELK
5783,100,1024MA,1024MA,1192,GAS
5784,"97,5",1024MA,1024MA,4409,ELK
5785,100,1024MC,1024MC,4641,ELK
5786,100,1024ME,1024MD,4141,ELK
5787,100,1024ME,1024ME,1429,GAS
5788,100,1024MG,1024MG,2829,ELK
5789,100,1024MG,1024MG,837,GAS
5790,"87,5",1024MH,1024MH,5529,ELK
5791,100,1024MH,1024MH,1767,GAS
5792,100,1024MJ,1024MJ,4658,ELK
5793,100,1024NA,1024NA,32,GAS
5794,100,1024NA,1024NA,3976,ELK
5795,100,1024NB,1024NB,10505,ELK
5796,100,1024NB,1024NB,822,GAS
5797,100,1024NC,1024NC,1476,GAS
5798,100,1024NC,1024NC,1936,ELK
5799,100,1024ND,1024ND,2597,ELK
5800,100,1024ND,1024ND,1315,GAS
5801,100,1024NE,1024NE,1633,ELK
5802,100,1024NE,1024NE,1046,GAS
5803,100,1024NG,1024NG,2450,ELK
5804,100,1024NG,1024NG,3625,GAS
5805,100,1024NH,1024NH,2855,GAS
5806,100,1024NH,1024NH,2815,ELK
5807,100,1024NJ,1024NJ,1181,GAS
5808,100,1024NJ,1024NJ,2522,ELK
5809,100,1024NK,1024NK,2428,ELK
5810,100,1024NK,1024NK,1449,GAS
5811,"88,89",1024NL,1024NL,2277,ELK
5812,100,1024NL,1024NL,1611,GAS
5813,95,1024NM,1024NM,3248,ELK
5814,100,1024NM,1024NM,1776,GAS
5815,100,1024NN,1024NN,2248,GAS
5816,100,1024NN,1024NN,9829,ELK
5817,100,1024NP,1024NP,1863,ELK
5818,100,1024NP,1024NP,1213,GAS
5819,100,1024NR,1024NR,1039,GAS
5820,100,1024NR,1024NR,2957,ELK
5821,100,1024NS,1024NS,2054,ELK
5822,100,1024NS,1024NS,1221,GAS
5823,100,1024NT,1024NT,1205,GAS
5824,100,1024NT,1024NT,2004,ELK
5825,100,1024NV,1024NV,1341,GAS
5826,100,1024NV,1024NV,1762,ELK
5827,100,1024NW,1024NW,2117,ELK
5828,100,1024NW,1024NW,1162,GAS
5829,100,1024NX,1024NX,2219,ELK
5830,100,1024NX,1024NX,1144,GAS
5831,100,1024NZ,1024NZ,1044,GAS
5832,100,1024NZ,1024NZ,3624,ELK
5833,100,1024PA,1024PA,921,GAS
5834,100,1024PA,1024PA,2115,ELK
5835,100,1024PB,1024PB,2642,ELK
5836,100,1024PB,1024PB,1259,GAS
5837,100,1024PC,1024PC,1128,GAS
5838,100,1024PC,1024PC,2894,ELK
5839,100,1024PD,1024PD,1169,GAS
5840,100,1024PD,1024PD,2300,ELK
5841,100,1024PE,1024PE,2165,ELK
5842,100,1024PE,1024PE,1140,GAS
5843,100,1024PG,1024PG,2502,ELK
5844,100,1024PG,1024PG,1377,GAS
5845,100,1024PH,1024PH,3055,ELK
5846,100,1024PH,1024PH,1155,GAS
5847,100,1024PJ,1024PJ,2034,GAS
5848,100,1024PJ,1024PJ,4187,ELK
5849,100,1024PK,1024PK,3487,ELK
5850,100,1024PK,1024PK,1201,GAS
5851,100,1024PL,1024PL,2531,ELK
5852,100,1024PL,1024PL,146,GAS
5853,100,1024PM,1024PM,2202,ELK
5854,100,1024PM,1024PM,1156,GAS
5855,100,1024PN,1024PN,936,GAS
5856,100,1024PN,1024PN,1940,ELK
5857,100,1024PP,1024PP,948,GAS
5858,100,1024PP,1024PP,1945,ELK
5859,100,1024PR,1024PR,981,GAS
5860,100,1024PR,1024PR,1809,ELK
5861,100,1024PS,1024PS,1410,ELK
5862,100,1024PS,1024PS,1011,GAS
5863,100,1024PT,1024PT,826,GAS
5864,100,1024PT,1024PT,2036,ELK
5865,100,1024PV,1024PV,2492,ELK
5866,100,1024PV,1024PV,961,GAS
5867,100,1024PW,1024PW,901,GAS
5868,100,1024PW,1024PW,4146,ELK
5869,100,1024PX,1024PX,1098,ELK
5870,100,1024PX,1024PX,1000,GAS
5871,100,1024PZ,1024PZ,926,GAS
5872,100,1024PZ,1024PZ,2068,ELK
5873,100,1024RS,1024QQ,5104,ELK
5874,100,1024RS,1024RS,1200,GAS
5875,100,1024RT,1024RT,1234,GAS
5876,100,1024RT,1024RT,1776,ELK
5877,100,1024RV,1024RV,1133,GAS
5878,100,1024RV,1024RV,2146,ELK
5879,100,1024RW,1024RW,1746,ELK
5880,100,1024RW,1024RW,1243,GAS
5881,100,1024RX,1024RX,1010,GAS
5882,100,1024RX,1024RX,2094,ELK
5883,100,1024RZ,1024RZ,1926,ELK
5884,100,1024RZ,1024RZ,919,GAS
5885,100,1024SB,1024SB,1740,ELK
5886,100,1024SB,1024SB,1017,GAS
5887,100,1024SC,1024SC,1618,ELK
5888,100,1024SC,1024SC,920,GAS
5889,100,1024SE,1024SE,858,GAS
5890,100,1024SE,1024SE,2217,ELK
5891,100,1024SG,1024SG,1091,GAS
5892,100,1024SG,1024SG,2646,ELK
5893,100,1024SH,1024SH,885,GAS
5894,100,1024SH,1024SH,1461,ELK
5895,100,1024SJ,1024SJ,1023,GAS
5896,100,1024SJ,1024SJ,1585,ELK
5897,100,1024SK,1024SK,2398,ELK
5898,100,1024SK,1024SK,1161,GAS
5899,100,1024SL,1024SL,1980,ELK
5900,100,1024SL,1024SL,1131,GAS
5901,100,1024SM,1024SM,1157,GAS
5902,100,1024SM,1024SM,1877,ELK
5903,100,1024SN,1024SN,2269,ELK
5904,100,1024SN,1024SN,1281,GAS
5905,100,1024SP,1024SP,1103,GAS
5906,100,1024SP,1024SP,2605,ELK
5907,100,1024SR,1024SR,16,GAS
5908,100,1024SR,1024SR,992,ELK
5909,100,1024ST,1024ST,17,GAS
5910,100,1024ST,1024ST,1072,ELK
5911,100,1024SV,1024SV,745,ELK
5912,100,1024SV,1024SV,22,GAS
5913,100,1024SW,1024SW,15,GAS
5914,100,1024SW,1024SW,987,ELK
5915,100,1024SX,1024SX,883,ELK
5916,100,1024SX,1024SX,24,GAS
5917,100,1024SZ,1024SZ,1046,ELK
5918,100,1024SZ,1024SZ,19,GAS
5919,100,1024TA,1024TA,832,ELK
5920,100,1024TA,1024TA,11,GAS
5921,100,1024TB,1024TB,988,ELK
5922,100,1024TB,1024TB,13,GAS
5923,100,1024TC,1024TC,13,GAS
5924,100,1024TC,1024TC,603,ELK
5925,100,1024TD,1024TD,25,GAS
5926,100,1024TD,1024TD,590,ELK
5927,100,1024TE,1024TE,989,ELK
5928,100,1024TE,1024TE,20,GAS
5929,100,1024TG,1024TG,1513,ELK
5930,100,1024TG,1024TG,23,GAS
5931,100,1024TH,1024TH,459,GAS
5932,100,1024TH,1024TH,14783,ELK
5933,100,1024TJ,1024TJ,1229,GAS
5934,100,1024TJ,1024TJ,3151,ELK
5935,100,1024TK,1024TK,1015,GAS
5936,100,1024TK,1024TK,2172,ELK
5937,100,1024TL,1024TL,2390,ELK
5938,100,1024TL,1024TL,1215,GAS
5939,100,1024TM,1024TM,1804,ELK
5940,100,1024TM,1024TM,1092,GAS
5941,100,1024TN,1024TN,893,GAS
5942,100,1024TN,1024TN,1607,ELK
5943,100,1024TP,1024TP,1880,ELK
5944,100,1024TP,1024TP,914,GAS
5945,100,1024TR,1024TR,1006,GAS
5946,100,1024TR,1024TR,1990,ELK
5947,100,1024TS,1024TS,980,GAS
5948,100,1024TS,1024TS,1757,ELK
5949,100,1024TV,1024TT,5607,ELK
5950,100,1024TV,1024TT,1562,GAS
5951,100,1024TW,1024TW,1184,GAS
5952,100,1024TW,1024TW,1684,ELK
5953,100,1024TX,1024TX,2380,ELK
5954,100,1024TX,1024TX,1323,GAS
5955,100,1024TZ,1024TZ,1257,GAS
5956,100,1024TZ,1024TZ,3020,ELK
5957,100,1024VA,1024VA,1133,GAS
5958,100,1024VA,1024VA,1965,ELK
5959,100,1024VB,1024VB,2108,ELK
5960,100,1024VB,1024VB,1162,GAS
5961,100,1024VC,1024VC,2197,ELK
5962,100,1024VC,1024VC,1158,GAS
5963,100,1024VD,1024VD,1290,GAS
5964,100,1024VD,1024VD,2508,ELK
5965,100,1024VE,1024VE,1218,GAS
5966,100,1024VE,1024VE,1399,ELK
5967,100,1024VG,1024VG,1273,GAS
5968,100,1024VG,1024VG,1857,ELK
5969,100,1024VH,1024VH,3278,ELK
5970,100,1024VH,1024VH,847,GAS
5971,100,1024VJ,1024VJ,831,GAS
5972,100,1024VJ,1024VJ,1748,ELK
5973,100,1024VL,1024VK,4316,ELK
5974,100,1024VR,1024VK,3756,GAS
5975,100,1024VM,1024VM,1870,ELK
5976,100,1024VN,1024VN,1907,ELK
5977,100,1024VP,1024VP,1633,ELK
5978,100,1024VR,1024VR,10373,ELK
5979,100,1024VS,1024VS,2807,ELK
5980,100,1024VS,1024VS,896,GAS
5981,100,1024VT,1024VT,2292,ELK
5982,100,1024VT,1024VT,748,GAS
5983,100,1024VV,1024VV,1059,GAS
5984,100,1024VV,1024VV,2083,ELK
5985,100,1024VW,1024VW,2581,ELK
5986,100,1024VW,1024VW,1086,GAS
5987,100,1024VX,1024VX,842,GAS
5988,100,1024VX,1024VX,2521,ELK
5989,100,1024VZ,1024VZ,2122,ELK
5990,100,1024VZ,1024VZ,843,GAS
5991,100,1024WC,1024WB,3698,ELK
5992,100,1024WC,1024WC,1014,GAS
5993,100,1024WE,1024WE,2456,ELK
5994,100,1024WE,1024WE,915,GAS
5995,100,1024XA,1024WP,2444,ELK
5996,100,1024XA,1024XA,813,GAS
5997,100,1024XB,1024XB,740,GAS
5998,100,1024XB,1024XB,2378,ELK
5999,100,1024XC,1024XC,5112,ELK
6000,100,1024XC,1024XC,1535,GAS
6001,100,1024XL,1024XD,1029,GAS
6002,100,1024XH,1024XD,1390,ELK
6003,100,1024XL,1024XJ,1678,ELK
6004,100,1024XM,1024XM,1342,ELK
6005,100,1024XM,1024XM,999,GAS
6006,100,1024XN,1024XN,1481,ELK
6007,100,1024XN,1024XN,835,GAS
6008,100,1024XP,1024XP,1347,ELK
6009,100,1024XP,1024XP,956,GAS
6010,100,1024XR,1024XR,896,GAS
6011,"99,49",1024XR,1024XR,2091,ELK
6012,100,1024XS,1024XS,4305,ELK
6013,100,1024XT,1024XT,917,ELK
6014,100,1024XT,1024XT,844,GAS
6015,100,1024XV,1024XV,1155,ELK
6016,100,1024XV,1024XV,713,GAS
6017,100,1024XW,1024XW,975,ELK
6018,100,1024XW,1024XW,874,GAS
6019,100,1024XX,1024XX,882,GAS
6020,100,1024XX,1024XX,941,ELK
6021,100,1024XZ,1024XZ,783,GAS
6022,100,1024XZ,1024XZ,755,ELK
6023,100,1024YY,1024YY,16712,ELK
6024,100,1025AA,1025AA,3061,ELK
6025,100,1025AA,1025AA,1281,GAS
6026,100,1025AB,1025AB,2987,ELK
6027,100,1025AB,1025AB,149,GAS
6028,100,1025AC,1025AC,803,GAS
6029,100,1025AC,1025AC,3360,ELK
6030,100,1025AD,1025AD,3401,ELK
6031,100,1025AD,1025AD,620,GAS
6032,100,1025AE,1025AE,1448,GAS
6033,"83,33",1025AE,1025AE,3901,ELK
6034,100,1025AG,1025AG,96,GAS
6035,100,1025AG,1025AG,2314,ELK
6036,100,1025AH,1025AH,1169,ELK
6037,100,1025AH,1025AH,122,GAS
6038,100,1025AJ,1025AJ,65,GAS
6039,100,1025AJ,1025AJ,3635,ELK
6040,100,1025AK,1025AK,2499,GAS
6041,100,1025AK,1025AK,2471,ELK
6042,100,1025AL,1025AL,917,ELK
6043,100,1025AL,1025AL,65,GAS
6044,100,1025AM,1025AM,2958,ELK
6045,100,1025AM,1025AM,65,GAS
6046,100,1025AN,1025AN,2018,ELK
6047,100,1025AN,1025AN,65,GAS
6048,100,1025AP,1025AP,1200,ELK
6049,100,1025AP,1025AP,65,GAS
6050,100,1025AR,1025AR,1724,GAS
6051,95,1025AR,1025AR,2753,ELK
6052,100,1025AS,1025AS,1214,ELK
6053,100,1025AT,1025AS,2899,GAS
6054,"86,84",1025AT,1025AT,2836,ELK
6055,100,1025AV,1025AV,1976,ELK
6056,100,1025AZ,1025AV,1208,GAS
6057,100,1025AZ,1025AW,4274,ELK
6058,100,1025BA,1025BA,3883,ELK
6059,100,1025BA,1025BA,1069,GAS
6060,100,1025BB,1025BB,1889,ELK
6061,100,1025BB,1025BB,984,GAS
6062,100,1025BC,1025BC,1315,GAS
6063,100,1025BC,1025BC,2042,ELK
6064,100,1025BD,1025BD,1139,GAS
6065,100,1025BD,1025BD,2172,ELK
6066,100,1025BE,1025BE,3002,ELK
6067,100,1025BE,1025BE,3525,GAS
6068,100,1025BG,1025BG,1125,GAS
6069,100,1025BG,1025BG,2159,ELK
6070,100,1025BH,1025BH,12060,ELK
6071,100,1025BJ,1025BH,1382,GAS
6072,100,1025BJ,1025BJ,1599,ELK
6073,100,1025BK,1025BK,2318,ELK
6074,100,1025BK,1025BK,1078,GAS
6075,100,1025BL,1025BL,3205,GAS
6076,100,1025BL,1025BL,1662,ELK
6077,100,1025BM,1025BM,2739,ELK
6078,100,1025BM,1025BM,1910,GAS
6079,100,1025BN,1025BN,1788,ELK
6080,100,1025BN,1025BN,1075,GAS
6081,100,1025BP,1025BP,1140,GAS
6082,100,1025BP,1025BP,2322,ELK
6083,100,1025BR,1025BR,1264,GAS
6084,100,1025BR,1025BR,2063,ELK
6085,100,1025BV,1025BS,4969,ELK
6086,100,1025BV,1025BS,4168,GAS
6087,100,1025BW,1025BW,2032,ELK
6088,100,1025BW,1025BW,1245,GAS
6089,100,1025BX,1025BX,1069,GAS
6090,100,1025BX,1025BX,1628,ELK
6091,100,1025BZ,1025BZ,1416,GAS
6092,100,1025BZ,1025BZ,1284,ELK
6093,100,1025CB,1025CA,2254,ELK
6094,100,1025CB,1025CA,2907,GAS
6095,100,1025CC,1025CC,1268,GAS
6096,100,1025CC,1025CC,1864,ELK
6097,100,1025CJ,1025CD,1187,GAS
6098,100,1025CJ,1025CD,2098,ELK
6099,100,1025CK,1025CK,942,GAS
6100,100,1025CK,1025CK,1831,ELK
6101,100,1025CL,1025CL,1611,ELK
6102,100,1025CL,1025CL,856,GAS
6103,100,1025CM,1025CM,2281,ELK
6104,100,1025CM,1025CM,927,GAS
6105,100,1025CN,1025CN,1010,GAS
6106,100,1025CN,1025CN,2335,ELK
6107,100,1025CP,1025CP,1123,GAS
6108,100,1025CP,1025CP,2062,ELK
6109,100,1025CR,1025CR,1124,GAS
6110,100,1025CR,1025CR,2237,ELK
6111,100,1025CS,1025CS,1046,GAS
6112,100,1025CS,1025CS,2034,ELK
6113,100,1025CT,1025CT,2225,ELK
6114,100,1025CT,1025CT,1177,GAS
6115,100,1025CV,1025CV,1012,GAS
6116,100,1025CV,1025CV,2488,ELK
6117,100,1025CW,1025CW,300,GAS
6118,100,1025CW,1025CW,2935,ELK
6119,100,1025CX,1025CX,53,GAS
6120,100,1025CX,1025CX,1588,ELK
6121,100,1025CZ,1025CZ,57,GAS
6122,100,1025CZ,1025CZ,2426,ELK
6123,100,1025DA,1025DA,1858,ELK
6124,100,1025DA,1025DA,1093,GAS
6125,100,1025DB,1025DB,883,GAS
6126,100,1025DB,1025DB,2070,ELK
6127,100,1025DC,1025DC,1209,ELK
6128,100,1025DC,1025DC,1368,GAS
6129,100,1025DD,1025DD,1481,GAS
6130,100,1025DD,1025DD,2802,ELK
6131,100,1025DM,1025DE,4248,ELK
6132,100,1025DM,1025DM,58,GAS
6133,100,1025DN,1025DN,1873,ELK
6134,100,1025DN,1025DN,25,GAS
6135,100,1025DP,1025DP,18,GAS
6136,100,1025DP,1025DP,1970,ELK
6137,100,1025DR,1025DR,1800,ELK
6138,100,1025DR,1025DR,22,GAS
6139,100,1025DS,1025DS,1708,ELK
6140,100,1025DS,1025DS,29,GAS
6141,100,1025DT,1025DT,6172,ELK
6142,100,1025DT,1025DT,136,GAS
6143,100,1025DV,1025DV,32,GAS
6144,100,1025DV,1025DV,2133,ELK
6145,100,1025DW,1025DW,33,GAS
6146,100,1025DW,1025DW,2383,ELK
6147,100,1025DX,1025DX,32,GAS
6148,100,1025DX,1025DX,2256,ELK
6149,100,1025DZ,1025DZ,18,GAS
6150,100,1025DZ,1025DZ,1544,ELK
6151,100,1025EA,1025EA,5267,ELK
6152,100,1025EA,1025EA,29,GAS
6153,100,1025EB,1025EB,35,GAS
6154,100,1025EB,1025EB,1870,ELK
6155,100,1025EC,1025EC,25,GAS
6156,100,1025EC,1025EC,1986,ELK
6157,100,1025ED,1025ED,20,GAS
6158,100,1025ED,1025ED,1954,ELK
6159,100,1025EE,1025EE,21,GAS
6160,100,1025EE,1025EE,2444,ELK
6161,100,1025EG,1025EG,42,GAS
6162,100,1025EG,1025EG,1785,ELK
6163,100,1025EH,1025EH,44,GAS
6164,100,1025EH,1025EH,2383,ELK
6165,100,1025EJ,1025EJ,1835,ELK
6166,100,1025EJ,1025EJ,33,GAS
6167,100,1025EK,1025EK,1431,GAS
6168,100,1025EK,1025EK,2503,ELK
6169,100,1025EL,1025EL,1197,GAS
6170,100,1025EL,1025EL,2576,ELK
6171,100,1025EM,1025EM,1467,GAS
6172,100,1025EM,1025EM,2416,ELK
6173,100,1025EN,1025EN,1363,GAS
6174,100,1025EN,1025EN,2361,ELK
6175,100,1025EP,1025EP,2292,ELK
6176,100,1025EP,1025EP,1308,GAS
6177,100,1025ER,1025ER,2862,ELK
6178,100,1025ER,1025ER,1528,GAS
6179,100,1025ES,1025ES,5064,ELK
6180,100,1025ES,1025ES,1310,GAS
6181,100,1025ET,1025ET,4015,GAS
6182,100,1025ET,1025ET,19407,ELK
6183,100,1025EW,1025EV,16956,ELK
6184,100,1025EW,1025EW,3405,GAS
6185,100,1025EX,1025EX,15228,ELK
6186,100,1025EX,1025EX,5629,GAS
6187,100,1025EZ,1025EZ,3489,GAS
6188,100,1025EZ,1025EZ,22340,ELK
6189,100,1025GA,1025GA,4029,GAS
6190,"98,72",1025GB,1025GA,13150,ELK
6191,100,1025GB,1025GB,1622,GAS
6192,100,1025GC,1025GC,59,GAS
6193,100,1025GC,1025GC,3897,ELK
6194,"93,33",1025GD,1025GD,6678,ELK
6195,100,1025GD,1025GD,55,GAS
6196,100,1025GE,1025GE,27,GAS
6197,100,1025GE,1025GE,3407,ELK
6198,100,1025GG,1025GG,58,GAS
6199,"90,91",1025GG,1025GG,2683,ELK
6200,100,1025GH,1025GH,25,GAS
6201,100,1025GH,1025GH,2326,ELK
6202,100,1025GJ,1025GJ,1826,ELK
6203,100,1025GJ,1025GJ,33,GAS
6204,100,1025GK,1025GK,57,GAS
6205,100,1025GK,1025GK,4535,ELK
6206,100,1025GL,1025GL,63,GAS
6207,"90,32",1025GL,1025GL,5760,ELK
6208,100,1025GM,1025GM,43,GAS
6209,90,1025GM,1025GM,2485,ELK
6210,100,1025GN,1025GN,2470,ELK
6211,100,1025GN,1025GN,47,GAS
6212,90,1025GP,1025GP,3541,ELK
6213,100,1025GP,1025GP,40,GAS
6214,100,1025GR,1025GR,56,GAS
6215,100,1025GR,1025GR,2366,ELK
6216,100,1025GS,1025GS,1716,ELK
6217,100,1025GS,1025GS,54,GAS
6218,100,1025GT,1025GT,49,GAS
6219,100,1025GT,1025GT,1556,ELK
6220,100,1025GV,1025GV,28,GAS
6221,100,1025GV,1025GV,1238,ELK
6222,100,1025GW,1025GW,1358,ELK
6223,100,1025GW,1025GW,31,GAS
6224,100,1025GX,1025GX,1431,ELK
6225,100,1025GX,1025GX,31,GAS
6226,100,1025GZ,1025GZ,1593,ELK
6227,100,1025GZ,1025GZ,30,GAS
6228,100,1025HA,1025HA,23,GAS
6229,100,1025HA,1025HA,1421,ELK
6230,100,1025HB,1025HB,46,GAS
6231,100,1025HB,1025HB,1626,ELK
6232,100,1025HC,1025HC,169,GAS
6233,100,1025HC,1025HC,1149,ELK
6234,100,1025HD,1025HD,53,GAS
6235,100,1025HD,1025HD,1796,ELK
6236,100,1025HE,1025HE,54,GAS
6237,100,1025HE,1025HE,1789,ELK
6238,100,1025HG,1025HG,1765,ELK
6239,100,1025HG,1025HG,51,GAS
6240,100,1025HH,1025HH,116,GAS
6241,100,1025HH,1025HH,1586,ELK
6242,100,1025HJ,1025HJ,2012,ELK
6243,100,1025HJ,1025HJ,80,GAS
6244,100,1025HK,1025HK,42,GAS
6245,100,1025HK,1025HK,2247,ELK
6246,100,1025HL,1025HL,2397,ELK
6247,100,1025HL,1025HL,55,GAS
6248,100,1025HM,1025HM,42,GAS
6249,100,1025HM,1025HM,1573,ELK
6250,100,1025HN,1025HN,39,GAS
6251,100,1025HN,1025HN,1852,ELK
6252,100,1025HP,1025HP,1994,ELK
6253,100,1025HP,1025HP,32,GAS
6254,100,1025HS,1025HR,1052,GAS
6255,100,1025HS,1025HR,3681,ELK
6256,100,1025HT,1025HT,2763,ELK
6257,100,1025HT,1025HT,30,GAS
6258,100,1025HV,1025HV,42,GAS
6259,100,1025HV,1025HV,1872,ELK
6260,100,1025HW,1025HW,1854,ELK
6261,100,1025HW,1025HW,26,GAS
6262,100,1025HX,1025HX,15,GAS
6263,100,1025HX,1025HX,2351,ELK
6264,100,1025HZ,1025HZ,23,GAS
6265,100,1025HZ,1025HZ,2290,ELK
6266,100,1025JA,1025JA,22,GAS
6267,100,1025JA,1025JA,2915,ELK
6268,100,1025JB,1025JB,31,GAS
6269,100,1025JB,1025JB,1875,ELK
6270,100,1025JC,1025JC,18,GAS
6271,100,1025JC,1025JC,2295,ELK
6272,100,1025JD,1025JD,2157,ELK
6273,100,1025JD,1025JD,23,GAS
6274,100,1025JE,1025JE,24,GAS
6275,100,1025JE,1025JE,1993,ELK
6276,100,1025JG,1025JG,22,GAS
6277,100,1025JG,1025JG,2111,ELK
6278,100,1025JH,1025JH,1525,ELK
6279,100,1025JH,1025JH,30,GAS
6280,100,1025JJ,1025JJ,6001,ELK
6281,100,1025JJ,1025JJ,22,GAS
6282,100,1025JK,1025JK,1494,ELK
6283,100,1025JK,1025JK,28,GAS
6284,100,1025JL,1025JL,2130,ELK
6285,100,1025JL,1025JL,77,GAS
6286,100,1025JM,1025JM,2205,ELK
6287,100,1025JM,1025JM,74,GAS
6288,100,1025JN,1025JN,2064,ELK
6289,100,1025JN,1025JN,55,GAS
6290,100,1025JP,1025JP,45,GAS
6291,100,1025JP,1025JP,2327,ELK
6292,100,1025JR,1025JR,2118,ELK
6293,100,1025JR,1025JR,55,GAS
6294,100,1025JS,1025JS,60,GAS
6295,100,1025JS,1025JS,2264,ELK
6296,100,1025JT,1025JT,2047,ELK
6297,100,1025JT,1025JT,50,GAS
6298,100,1025JV,1025JV,43,GAS
6299,100,1025JV,1025JV,1653,ELK
6300,100,1025JW,1025JW,38,GAS
6301,100,1025JW,1025JW,1358,ELK
6302,100,1025JX,1025JX,41,GAS
6303,100,1025JX,1025JX,1949,ELK
6304,100,1025JZ,1025JZ,1815,ELK
6305,100,1025JZ,1025JZ,72,GAS
6306,100,1025KA,1025KA,366,GAS
6307,100,1025KA,1025KA,1976,ELK
6308,100,1025KB,1025KB,2156,ELK
6309,100,1025KB,1025KB,23,GAS
6310,100,1025KC,1025KC,35,GAS
6311,100,1025KC,1025KC,8369,ELK
6312,100,1025KD,1025KD,57,GAS
6313,100,1025KD,1025KD,2485,ELK
6314,100,1025KE,1025KE,168,GAS
6315,100,1025KE,1025KE,3415,ELK
6316,100,1025KG,1025KG,4809,ELK
6317,100,1025KG,1025KG,58,GAS
6318,100,1025KH,1025KH,3799,ELK
6319,100,1025KH,1025KH,50,GAS
6320,100,1025KJ,1025KJ,45,GAS
6321,100,1025KJ,1025KJ,5211,ELK
6322,100,1025KK,1025KK,61,GAS
6323,100,1025KK,1025KK,4316,ELK
6324,100,1025KL,1025KL,6004,ELK
6325,100,1025KL,1025KL,48,GAS
6326,100,1025KM,1025KM,2523,ELK
6327,100,1025KM,1025KM,1124,GAS
6328,100,1025KN,1025KN,21470,ELK
6329,100,1025KN,1025KN,18452,GAS
6330,100,1025KP,1025KP,2314,GAS
6331,"83,33",1025KP,1025KP,4540,ELK
6332,100,1025KR,1025KR,3203,ELK
6333,100,1025KR,1025KR,1805,GAS
