ZAAKNUMMER,ZAAKNAAM,ADRES,ZAAK_CATEGORIE,ZAAK_SPECIFICATIE,BEGINDATUM,EINDDATUM,OPENINGSTIJDEN_ZO_DO_VAN,OPENINGSTIJDEN_ZO_DO_TOT,OPENINGSTIJDEN_VR_ZA_VAN,OPENINGSTIJDEN_VR_ZA_TOT,O_TIJDEN_TERRAS_ZO_DO_VAN,O_TIJDEN_TERRAS_ZO_DO_TOT,O_TIJDEN_TERRAS_VR_ZA_VAN,O_TIJDEN_TERRAS_VR_ZA_TOT,VERLENGING_SLUITINGSTIJD_1,VERLENGING_SLUITINGSTIJD_2,VERLENGING_SLUITINGSTIJD_3,VERLENGING_SLUITINGSTIJD_4,VERLENGING_SLUITINGSTIJD_5,VERLENGING_SLUITINGSTIJD_6,VERLENGING_SLUITINGSTIJD_7,VERLENGING_SLUITINGSTIJD_8,VERLENGING_SLUITINGSTIJD_9,VERLENGING_SLUITINGSTIJD_10,ONTHEFFING_GELUIDSVOORSCHR_1,ONTHEFFING_GELUIDSVOORSCHR_2,ONTHEFFING_GELUIDSVOORSCHR_3,ONTHEFFING_GELUIDSVOORSCHR_4,ONTHEFFING_GELUIDSVOORSCHR_5,LOCATIE_WKT,TERRASGEOMETRIE_WKT,STADSDEEL,STATUS_VERGUNNING
14806,La Mian,Albert Cuypstraat 143-H,Eethuis,Specificatie n.v.t.,2017-09-18 00:00:00.0,2020-12-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89283367389805 52.3555507517521),,Zuid,Verleend
13721,CAFE SUPER ANGELO,Albert Cuypstraat 158A,Café,Eetcafé,2016-02-25 00:00:00.0,2020-10-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89456466568009 52.3556478349421),,Zuid,Verleend
13867,Café Neutraal,Albert Cuypstraat 159-H,Café,Café,2016-04-26 00:00:00.0,2019-08-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.8936976716778 52.3557341042604),,Zuid,Verleend
6784,EetCafé Moos B.V.,Albert Cuypstraat 166A,Café,Café,2014-11-14 00:00:00.0,2020-03-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89488678288372 52.3557210741169),,Zuid,Verleend
14486,Café/bar Nachtzuster,Albert Cuypstraat 18-H,Café,Café,2017-03-23 00:00:00.0,2020-07-01 00:00:00.0,09:00,03:00,09:00,04:00,09:00,00:00,09:00,01:00,,,,,,,,,,,,,,,,POINT (4.88814867005928 52.3544705811639),"POLYGON ((4.88819611707601 52.354489556037, 4.88819803459056 52.3545029859003, 4.88812258464045 52.3545070248251, 4.88812062575189 52.3544935971767, 4.88819611707601 52.354489556037))",Zuid,Verleend
8120,De Bazar Amsterdam B.V.,Albert Cuypstraat 182,Restaurant,Specificatie n.v.t.,2015-01-23 00:00:00.0,2022-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.895179545256 52.3557941905605),"MULTIPOLYGON (((4.89520646706463 52.3558192698611, 4.89531151801319 52.3558422518218, 4.89530806090623 52.3558481761967, 4.89520300994548 52.3558251942329, 4.89520646706463 52.3558192698611)), ((4.89511860494788 52.3558003367437, 4.89511520011793 52.3558062724572, 4.89501548777241 52.355784829285, 4.89501889261402 52.3557788935743, 4.89511860494788 52.3558003367437)))",Zuid,Verleend
11381,Sir Albert Hotel BV,Albert Cuypstraat 2,Hotel,Horeca V,2015-08-24 00:00:00.0,2020-11-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.88747320201204 52.3544946980092),"POLYGON ((4.88717062584952 52.3545377218175, 4.88713910494972 52.3545367925616, 4.88713910494972 52.3545367925616, 4.88715117537659 52.3543832859664, 4.88713910494972 52.3545367925616, 4.88715117537659 52.3543832859664, 4.88718269616788 52.354384215219, 4.88717062584952 52.3545377218175))",Zuid,Verleend
5939,Saskia's Huiskamerrestaurant,Albert Cuypstraat 203C-H,Restaurant,Specificatie n.v.t.,2018-04-13 00:00:00.0,,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89557217085642 52.3561283608617),,Zuid,Aangevraagd
13513,Calle Ocho BV,Albert Cuypstraat 226-H,Restaurant,Specificatie n.v.t.,2015-10-26 00:00:00.0,2019-01-01 00:00:00.0,07:00,01:00,07:00,00:30,,,,,,,,,,,,,,,,,,,,POINT (4.89700913365039 52.3562691263327),,Zuid,Verleend
13241,De Japanner,Albert Cuypstraat 228-H,Café,Café,2015-06-09 00:00:00.0,2018-08-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89708222680233 52.3562963913877),,Zuid,Verleend
9629,Café Bozz,Albert Cuypstraat 240-H,Café,Café,2017-06-21 00:00:00.0,2020-09-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89790152939438 52.3565424414918),,Zuid,Verleend
14616,Eethuis Manti,Albert Cuypstraat 278,Restaurant,Specificatie n.v.t.,2017-10-31 00:00:00.0,2020-11-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89924738408262 52.3569614190344),,Zuid,Verleend
14492,Floreyn B.V.,Albert Cuypstraat 31-H,Restaurant,Specificatie n.v.t.,2017-03-28 00:00:00.0,2020-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.8878229372804 52.3547208621719),"POLYGON ((4.88771445643313 52.3546954914278, 4.88771302675266 52.3546856441304, 4.88781244449991 52.3546802325045, 4.88781387420223 52.3546900798007, 4.88771445643313 52.3546954914278))",Zuid,Verleend
5178,Restaurant Orontès,Albert Cuypstraat 40,Restaurant,Specificatie n.v.t.,2018-02-20 00:00:00.0,,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.88863232170103 52.3545355298217),,Zuid,Aangevraagd
5179,Balti House,Albert Cuypstraat 41-H,Restaurant,Specificatie n.v.t.,2014-08-25 00:00:00.0,2019-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.88860054656715 52.354751098672),"POLYGON ((4.90556027164292 52.3551014093172, 4.90557946406235 52.355077142865, 4.90559861930577 52.3550828227764, 4.90557942689432 52.3551070892317, 4.90556027164292 52.3551014093172))",Zuid,Verleend
6766,Nieuw Albina,Albert Cuypstraat 47-H,Eethuis,Specificatie n.v.t.,2015-06-02 00:00:00.0,2020-10-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.88883478329058 52.3548060094203),,Zuid,Verleend
11403,Burgermeester,Albert Cuypstraat 48-H,Restaurant,Specificatie n.v.t.,2017-02-23 00:00:00.0,2021-10-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.88889621473982 52.3545636023834),"POLYGON ((4.88889271355751 52.3546041283435, 4.88884810965286 52.3545951167692, 4.88885546834681 52.3545814610993, 4.88890007223927 52.3545904726709, 4.88889271355751 52.3546041283435))",Zuid,Verleend
5216,Eethuis/ Restaurant Zagros,Albert Cuypstraat 50-H,Eethuis,Specificatie n.v.t.,2015-08-28 00:00:00.0,2022-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.88895482409428 52.3545728363778),"POLYGON ((4.88897131569209 52.3546048566366, 4.88896534085618 52.3546159526975, 4.8889325824116 52.3546093393568, 4.88893855725478 52.3545982432975, 4.88897131569209 52.3546048566366))",Zuid,Verleend
4783,Bakken Met Passie B.V.,Albert Cuypstraat 53-H,Alcoholvrij,Broodjeszaak,2018-02-14 00:00:00.0,2023-06-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.88896668025286 52.3548245391397),,Zuid,Verleend
13897,Auberge Jean & Marie,Albert Cuypstraat 58-H,Restaurant,Specificatie n.v.t.,2016-06-01 00:00:00.0,2019-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.88923309297452 52.3546279314325),"MULTIPOLYGON (((4.88933418810701 52.3546784878859, 4.88932957630436 52.354687020128, 4.88927105108545 52.3546751599854, 4.88927638673253 52.3546654226664, 4.88930886179783 52.3546719247941, 4.88932041538879 52.3546756941948, 4.88933418810701 52.3546784878859)), ((4.88917360491087 52.354646248355, 4.88923213006562 52.3546581085458, 4.88922751824554 52.354666640784, 4.88916899308081 52.354654780591, 4.88917360491087 52.354646248355)))",Zuid,Verleend
11964,Caffe 500,Albert Cuypstraat 59-H,Restaurant,Specificatie n.v.t.,2017-03-31 00:00:00.0,2022-06-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.88925952765143 52.3548886830088),,Zuid,Verleend
11147,Ikura Sushibar,Albert Cuypstraat 65-H,Restaurant,Specificatie n.v.t.,2015-06-02 00:00:00.0,2020-07-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.88947918892128 52.354934543641),,Zuid,Verleend
12734,SR Foods,Albert Cuypstraat 67-H,Eethuis,Specificatie n.v.t.,2017-10-30 00:00:00.0,2022-12-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.88955257718886 52.3549348517932),,Zuid,Verleend
5977,Surinaams-Chinees Afhaalcentrum Albina,Albert Cuypstraat 69-H,Eethuis,Specificatie n.v.t.,2017-06-26 00:00:00.0,2020-09-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.88962556293265 52.3549711086239),,Zuid,Verleend
10635,McDonalds MacBlauw,Albert Cuypstraat 75,Fastfood,Fastfood restaurant,2018-03-05 00:00:00.0,,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89000647837668 52.3550356203178),,Zuid,Aangevraagd
13757,Los Feliz,Albert Cuypstraat 88A,Eethuis,Specificatie n.v.t.,2016-03-17 00:00:00.0,2019-06-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89116641713205 52.3550045299338),,Zuid,Verleend
12337,Pho 91,Albert Cuypstraat 91-H,Restaurant,Specificatie n.v.t.,2017-08-09 00:00:00.0,2022-10-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89117838623234 52.3552472452808),,Zuid,Verleend
11764,Café-Koffiehuis De Cuyp,Albert Cuypstraat 92-H,Café,Café,2016-05-02 00:00:00.0,2021-08-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89132757074718 52.3550321670608),,Zuid,Verleend
9445,Sappies en Shakies,Albert Cuypstraat 97-H,Alcoholvrij,Lunchroom,2015-08-17 00:00:00.0,2020-11-01 00:00:00.0,06:00,22:00,06:00,22:00,,,,,,,,,,,,,,,,,,,,POINT (4.89138347376426 52.3552840537798),,Zuid,Verleend
10952,"Koffiehuis ""Elwafa"";""Louis Couperusstraat 33",Alcoholvrij,Koffiehuis,2018-05-25 00:00:00.0,2023-05-25 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.83095550451637 52.3749504166308),,Nieuw-West,Verleend,
13537,"Snackbar ""Bodrum"";""Surinamestraat 3-H",Alcoholvrij,Lunchroom,2015-11-24 00:00:00.0,2019-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.85420141731351 52.3578549248252),"POLYGON ((4.85427052147065 52.3578432011051, 4.85428125655233 52.3578564941104, 4.85418213604624 52.3578865009961, 4.85417140103433 52.3578732080405, 4.8541714010344 52.3578732080405, 4.85423892859311 52.3578527642789, 4.85427052147065 52.3578432011051))",Zuid,Verleend,
4212,"Lunchroom en Bagelshop ""Bagels & Beans"";""Ferdinand Bolstraat 70-H",Alcoholvrij,Lunchroom,2016-09-26 00:00:00.0,2022-04-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.88996013234201 52.3552421407612),"MULTIPOLYGON (((4.89005204058766 52.355281910574, 4.89006874437198 52.3552437115792, 4.89017508443393 52.3552611451238, 4.8901583807343 52.3552993441336, 4.89005204058766 52.355281910574)), ((4.88998823653985 52.3552714503926, 4.89000494037498 52.3552332514066, 4.89004038703626 52.3552390626178, 4.89002368322936 52.3552772616087, 4.88998823653985 52.3552714503926)), ((4.88990974613374 52.3552654425354, 4.88997033135371 52.3552777834409, 4.88996801468568 52.3552820473802, 4.88990742946054 52.3552697064735, 4.88990974613374 52.3552654425354)))",Zuid,Verleend,
11780,"Cafetaria en IJssalon ""Valentino"";""Tweede Van der Helststraat 21-H",Alcoholvrij,IJssalon,2017-01-23 00:00:00.0,2022-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,POINT (4.89505949418249 52.3520548494723),"MULTIPOLYGON (((4.89504149541523 52.3520168020937, 4.89504385407377 52.3520106789479, 4.89515956277426 52.3520273916339, 4.89515720413075 52.352033514782, 4.89504149541523 52.3520168020937)), ((4.89501550243189 52.3520278205066, 4.89501128968795 52.3520636774339, 4.89500104223559 52.3520632259949, 4.89500525498774 52.352027369068, 4.89501550243189 52.3520278205066)))",Zuid,Verleend,
14026,Restaurant Elkaar,Alexanderplein 6,Restaurant,Specificatie n.v.t.,2016-06-01 00:00:00.0,2019-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.91921785560883 52.3632613532775),"MULTIPOLYGON (((4.91927952443889 52.3633147745503, 4.91932158270342 52.3632779453538, 4.91939377476434 52.3633088423576, 4.91935171653022 52.3633456715794, 4.91927952443889 52.3633147745503)), ((4.91922659004542 52.3632920892905, 4.91925773884439 52.3632648494864, 4.91928660301027 52.3632772193497, 4.91925545422025 52.3633044591614, 4.91922659004542 52.3632920892905)))",Centrum,Verleend
8303,Stichting Muziekschool Amsterdam Noord,Alkmaarstraat 10,Additionele horeca,Theaterfoyer,2017-10-02 00:00:00.0,2019-09-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.951133441907 52.3947674603417),,Noord,Verleend
1851,Mulligans,Amstel 100-H,Café,Café,2015-08-01 00:00:00.0,2020-08-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89677386591872 52.3669454027227),"POLYGON ((4.89682208706279 52.3668279088682, 4.89683153260135 52.3667742955486, 4.89687532440551 52.3667771865273, 4.89687221362848 52.3667948435569, 4.89686587891913 52.3668307998504, 4.8968526893907 52.3668299291265, 4.89682208706279 52.3668279088682))",Centrum,Verleend
1854,Koninklijk Theater Carré,Amstel 115,Additionele horeca,Theaterfoyer,2017-10-01 00:00:00.0,2022-10-01 00:00:00.0,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,,,,,POINT (4.90388580067465 52.3623729741381),,Centrum,Verleend
9088,De Carrékelder,Amstel 133-O,Café,Eetcafé,2015-01-01 00:00:00.0,2020-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.90405109392021 52.3620231324221),"POLYGON ((4.9040116665601 52.3619970335596, 4.90399521252041 52.3620291956471, 4.9039741985853 52.3620251663452, 4.90399065263868 52.3619930042604, 4.9040116665601 52.3619970335596))",Centrum,Verleend
10500,Het Wapen van Londen,Amstel 14-H,Café,Café,2014-05-01 00:00:00.0,2019-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89443958682134 52.3669267353775),"POLYGON ((4.89564301784271 52.3669134230364, 4.89571028455825 52.3669171179872, 4.89570864430759 52.3669283072359, 4.89564137757526 52.3669246122842, 4.89564301784271 52.3669134230364))",Centrum,Verleend
1857,Eden Hotel Exploitatie B.V.,Amstel 142,Restaurant,Specificatie n.v.t.,2015-05-01 00:00:00.0,2020-05-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89862474030472 52.3668631695667),,Centrum,Verleend
15076,CLUB Y.O.L.O.,Amstel 178,Nachtzaak,Discotheek,2018-02-01 00:00:00.0,2021-02-01 00:00:00.0,09:00,04:00,09:00,05:00,,,,,20-05-2018 09:00,11-06-2018 09:00,,,,,,,,,,,,,,POINT (4.89934552094782 52.3667403119907),,Centrum,Verleend
11055,Ice Bar,Amstel 196,Café,Café,2018-02-01 00:00:00.0,2021-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.8999804756186 52.3664103832098),"POLYGON ((4.90003886784372 52.3664048981028, 4.90005011655876 52.3664069668938, 4.90002654395014 52.3664549955739, 4.90001529522406 52.3664529267808, 4.90003886784372 52.3664048981028))",Centrum,Verleend
6711,Incanto,Amstel 2,Restaurant,Specificatie n.v.t.,2017-07-01 00:00:00.0,2020-07-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89388088680625 52.3669963123374),,Centrum,Verleend
13381,ZUSHI AMSTERDAM,Amstel 20,Restaurant,Specificatie n.v.t.,2015-08-01 00:00:00.0,2018-08-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89466001043901 52.3669096762468),"MULTIPOLYGON (((4.89470390779693 52.3669347922617, 4.89470784478933 52.3669526047007, 4.89467147127259 52.3669556171663, 4.89466981499764 52.3669481235274, 4.8946675342945 52.3669378047261, 4.8946838477152 52.3669364536451, 4.89470390779693 52.3669347922617)), ((4.89475563564179 52.366930508126, 4.89475957265455 52.3669483205634, 4.89472319914478 52.3669513330449, 4.89472238430643 52.3669476464157, 4.89471926214633 52.3669335206063, 4.89473275096033 52.366932403454, 4.89475563564179 52.366930508126)))",Centrum,Verleend
14464,Café Langereis aan de Amstel,Amstel 202-H,Café,Café,2017-01-01 00:00:00.0,2020-01-01 00:00:00.0,09:00,03:00,09:00,04:00,09:00,01:00,09:00,02:00,,,,,,,,,,,,,,,,POINT (4.90014512492335 52.3661234575233),"MULTIPOLYGON (((4.90019021985877 52.3661281449135, 4.90018312041099 52.3661270019982, 4.90018829962883 52.3661149464403, 4.90019539907484 52.3661160893553, 4.90019021985877 52.3661281449135)), ((4.9001017313339 52.3661338154996, 4.90014386070295 52.3661375846284, 4.90014279911501 52.3661420310761, 4.90010066974183 52.3661382619469, 4.9001017313339 52.3661338154996)), ((4.90005146554855 52.366133859845, 4.90005252714543 52.3661294133981, 4.90007267660082 52.3661312160917, 4.90007161500591 52.3661356625387, 4.90005146554855 52.366133859845)), ((4.90002507042805 52.3661269569465, 4.90004521988121 52.3661287596447, 4.90004415828359 52.3661332060915, 4.90002400882848 52.3661314033931, 4.90002507042805 52.3661269569465)), ((4.89999655211147 52.3661289469348, 4.89999761371375 52.3661245004884, 4.90001776316463 52.3661263031913, 4.90001670156434 52.3661307496379, 4.89999655211147 52.3661289469348)))",Centrum,Verleend
14893,212,Amstel 212,Restaurant,Specificatie n.v.t.,2017-09-01 00:00:00.0,2020-09-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.9002653342322 52.3658722993475),,Centrum,Verleend
10630,Merkur,Amstel 28,Café,Café,2014-08-01 00:00:00.0,2019-08-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89505661321806 52.3668933482337),,Centrum,Verleend
1843,Hooischip,Amstel 31,Café,Café,2018-03-01 00:00:00.0,2021-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.90177073022689 52.3664986157146),"MULTIPOLYGON (((4.9018450410543 52.3665526708348, 4.90182049173864 52.366583338873, 4.90177303064614 52.3665691026275, 4.90177303064614 52.3665691026275, 4.90178465928534 52.3665545756674, 4.90178465928533 52.3665545756674, 4.90172295776565 52.366536067878, 4.90172295776565 52.366536067878, 4.9017358768222 52.3665199263179, 4.9017358768222 52.3665199263179, 4.9018450410543 52.3665526708348)), ((4.9017286576207 52.3665074309949, 4.90170104514895 52.3665013164568, 4.90171902489218 52.3664708914734, 4.90174663734798 52.3664770060073, 4.9017286576207 52.3665074309949)))",Centrum,Verleend
15071,De Koperen Ketel,Amstel 32-H,Restaurant,Specificatie n.v.t.,2017-12-01 00:00:00.0,2019-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89523299162007 52.3668761051806),"POLYGON ((4.89525452152921 52.366910277657, 4.8952546946337 52.3669237582895, 4.89523012506026 52.3669238765074, 4.89522995196322 52.3669103958749, 4.89525452152921 52.366910277657))",Centrum,Verleend
12941,Café Fame,Amstel 50-H,Café,Café,2018-01-01 00:00:00.0,2021-01-01 00:00:00.0,09:00,03:00,09:00,04:00,09:00,01:00,09:00,02:00,,,,,,,,,,,,,,,,POINT (4.89548247944044 52.366886127852),"POLYGON ((4.89545970326826 52.3669103493891, 4.89549346983722 52.3669105701813, 4.89549328165475 52.3669213544053, 4.8954595150776 52.366921133613, 4.89545970326826 52.3669103493891))",Centrum,Verleend
14393,Amstel Fifty Four,Amstel 54-H,Café,Café,2017-01-01 00:00:00.0,2020-01-01 00:00:00.0,09:00,03:00,09:00,04:00,09:00,01:00,09:00,02:00,,,,,,,,,,,,,,,,POINT (4.89567334036681 52.3668869193598),"POLYGON ((4.89571028455825 52.3669171179872, 4.89570864430759 52.3669283072359, 4.89564137757526 52.3669246122842, 4.89564301784271 52.3669134230364, 4.89571028455825 52.3669171179872))",Centrum,Verleend
1848,De Kleine Komedie,Amstel 56,Additionele horeca,Theaterfoyer,2015-05-01 00:00:00.0,2020-05-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89587888291164 52.3668877714095),,Centrum,Verleend
13208,Queers café,Amstel 60,Café,Café,2018-04-01 00:00:00.0,2021-04-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89615753548412 52.3669158886744),,Centrum,Verleend
11339,Coffeeshop Old Church,Amstel 8-H,Coffeeshop,Specificatie n.v.t.,2018-05-01 00:00:00.0,2021-05-01 00:00:00.0,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,,,,,POINT (4.89417501841041 52.3669525980883),,Centrum,Verleend
11609,De Magere brug,Amstel 81,Café,Café,2016-03-01 00:00:00.0,2021-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.90321109594233 52.3636644323067),"MULTIPOLYGON (((4.90320092981619 52.3636814856665, 4.90319199544644 52.3636995492581, 4.90316810887538 52.3636951215942, 4.90316928880272 52.3636927360097, 4.90317704325395 52.3636770580044, 4.90318107914403 52.3636778061057, 4.90320092981619 52.3636814856665)), ((4.90319763487885 52.3636380913282, 4.90318447989934 52.3636629934715, 4.90316998751597 52.3636601243102, 4.90316662889947 52.3636664821032, 4.90315097674902 52.363663383332, 4.90313223121338 52.3636596721375, 4.90314874483825 52.3636284122076, 4.90315665418731 52.3636299780812, 4.90319763487885 52.3636380913282)))",Centrum,Verleend
11009,Café-Restaurant Riva B.V.,Amstelboulevard 1,Restaurant,Specificatie n.v.t.,2016-02-01 00:00:00.0,2021-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,POINT (4.91492104384211 52.3434805956272),,Oost,Verleend
